Date	Town	State/Province	Latitude	Longitude	Number	Image
6126	10/05/21	Blue Ridge	VA	37.3	-79.7	5	
6127	10/05/21	Plano	TX	33.1	-96.8	2	
6128	10/05/21	Edmond	OK	35.6	-97.5	2	
6129	10/05/21	Soledad	CA	36.4	-121.3	2	
6130	10/05/21	Athens	GA	34	-83.4	3	
6131	10/05/21	Peoria	AZ	33.7	-112.3	3	
6132	10/05/21	Mounds	OK	35.9	-96.1	1	
6133	10/05/21	Stearns	KY	36.8	-84.6	3	
6134	10/05/21	Peoria	AZ	33.7	-112.3	3	
6135	10/05/21	Springfield	MO	37.2	-93.3	1	
6136	10/05/21	Springfield	MO	37.1	-93.3	1	
6137	10/05/21	Springfield	MO	37.1	-93.2	1	
6138	10/05/21	Branson	MO	36.7	-93.2	1	
6139	10/05/21	Saint Louis	MO	38.6	-90.3	3	
6140	10/05/21	Port Byron	IL	41.6	-90.3	1	
6141	10/05/21	Helotes	TX	29.6	-98.7	2	
6142	10/05/21	Fairfield	PA	39.8	-77.4	2	
6143	10/05/21	Mesquite	TX	32.8	-96.6	2	
6144	10/05/21	East Prairie	MO	36.8	-89.4	1	
6145	10/05/21	Santa Fe	NM	35.7	-105.9	2	
6146	10/05/21	Mansfield	TX	32.6	-97.1	1	
6147	10/05/21	Oklahoma City	OK	35.5	-97.6	4	
6148	10/05/21	Henrico	VA	37.6	-77.6	1	
6149	10/05/21	Colonial Beach	VA	38.3	-77	2	
6150	10/05/21	Hampden Sydney	VA	37.2	-78.5	1	
6151	10/05/21	Round Rock	TX	30.5	-97.7	1	
6152	10/05/21	Austin	TX	30.3	-97.8	15	
6153	10/05/21	Memphis	TN	35	-89.8	1	
6154	10/05/21	Arden	NC	35.5	-82.6	10	
6155	10/05/21	Paso Robles	CA	35.7	-120.7	1	
6156	10/05/21	Paso Robles	CA	35.6	-120.7	1	
6157	10/05/21	Garrettsville	OH	41.3	-81.1	1	
6158	10/05/21	Choctaw	OK	35.5	-97.2	1	
6159	10/05/21	Pismo Beach	CA	35.1	-120.6	1	
6160	10/05/21	Rockbridge Baths	VA	37.9	-79.4	25	
6161	10/05/21	Topeka	KS	39	-95.7	2	
6162	10/05/21	Tulsa	OK	36.1	-96	3	
6163	10/05/21	Perth Amboy	NJ	40.5	-74.3	3	
6164	10/05/21	Boerne	TX	29.8	-98.7	3	
6165	10/05/21	Wake Forest	NC	36	-78.5	1	
6166	10/05/21	Hackensack	NJ	40.9	-74	2	
6167	10/05/21	Laredo	TX	27.5	-99.5	2	
6168	10/05/21	Scottsville	VA	37.8	-78.5	4	
6169	10/05/21	Asheville	NC	35.6	-82.6	2	
6170	10/05/21	Welland	ON	43	-79.2	1	
6171	10/05/21	Abilene	TX	32.3	-99.7	1	
6172	10/05/21	Cedar Creek	TX	30.1	-97.5	2	
6173	10/05/21	Burlington	ON	43.3	-79.8	1	
6174	10/05/21	Mason	TX	30.7	-99.1	217	
6175	10/05/21	Chatham-Kent	ON	42.4	-82.2	1	
6176	10/05/21	Town of New Glarus	WI	42.8	-89.7	1	
6177	10/05/21	Cody	WY	44.5	-109.1	1	
6178	10/05/21	Madison	WI	43.1	-89.5	1	
6179	10/05/21	Morganton	NC	35.8	-81.7	15	
6180	10/05/21	New Market	TN	36	-83.5	2	
6181	10/05/21	Mount Sidney	VA	38.3	-79	5	
6182	10/05/21	Binghamton	NY	42.1	-75.9	3	
6183	10/05/21	Dallas	TX	32.8	-96.7	5	
6184	10/05/21	Lusby	MD	38.3	-76.4	1	
6185	10/05/21	Katonah	NY	41.3	-73.7	2	
6186	10/05/21	Manchaca	TX	30.1	-97.8	1	
6187	10/05/21	Aiken	SC	33.5	-81.7	1	
6188	10/05/21	Chapel Hill	NC	35.9	-79.1	2	
6189	10/05/21	Dundalk	MD	39.3	-76.5	1	
6190	10/05/21	Arlington	TX	32.6	-97.1	1	
6191	10/05/21	Arlington	TX	32.6	-97.1	1	
6192	10/05/21	Bethesda	MD	39	-77.1	1	
6193	10/05/21	Mason	TX	30.9	-99.4	28	
6194	10/05/21	Mason	TX	30.7	-99.2	17	
6195	10/05/21	Fairplay	CO	39.4	-106.1	1	
6196	10/05/21	Joshua Tree	CA	34	-116.2	3	
6197	10/05/21	Desert Center	CA	34	-116.1	2	
6198	10/05/21	Rockaway Township	NJ	40.9	-74.5	0	
6199	10/05/21	Media	PA	39.9	-75.4	1	
6200	10/05/21	New Ringgold	PA	40.6	-76	0	
6201	10/04/21	New Ringgold	PA	40.6	-76	0	
6202	10/04/21	Arlington	TX	32.6	-97.1	1	
6203	10/04/21	Arlington	TX	32.6	-97.1	2	
6204	10/04/21	Cherokee	TX	31	-98.7	3	
6205	10/04/21	Mexican Hat	UT	37.4	-109.9	2	
6206	10/04/21	Broomfield	CO	39.9	-105.1	1	
6207	10/04/21	Sanger	TX	33.4	-97.3	25	
6208	10/04/21	Oak Ridge	TN	36	-84.2	5	
6209	10/04/21	Greensboro	NC	36.1	-79.8	2	
6210	10/04/21	Pigeon Forge	TN	35.8	-83.5	1	
6211	10/04/21	Northfield	OH	41.3	-81.6	2	
6212	10/04/21	Arlington	TX	32.6	-97.1	1	
6213	10/04/21	Arlington	TX	32.6	-97.1	1	
6214	10/04/21	Arlington	TX	32.7	-97.1	1	
6215	10/04/21	Arlington	TX	32.6	-97.1	1	
6216	10/04/21	Riverside	IA	41.5	-91.5	3	
6217	10/04/21	State Road	NC	36.3	-80.8	25	
6218	10/04/21	East Falmouth	MA	41.6	-70.6	12	
6219	10/04/21	Fredericksburg	VA	38.3	-77.5	1	
6220	10/04/21	Salem	VA	37.3	-80.1	4	
6221	10/04/21	Warren	OH	41.3	-80.8	5	
6222	10/04/21	Chapel Hill	NC	35.9	-79.1	4	
6223	10/04/21	Arlington	TX	32.6	-97.1	1	
6224	10/04/21	Saint Paul	MN	44.9	-93.1	1	
6225	10/04/21	Arlington	TX	32.7	-97.1	1	
6226	10/04/21	Fredericksburg	VA	38.3	-77.5	1	
6227	10/04/21	Fredericksburg	VA	38.3	-77.5	1	
6228	10/04/21	Fredericksburg	VA	38.3	-77.5	1	
6229	10/04/21	Stephenville	TX	32.2	-98.2	1	
6230	10/04/21	Louisville	KY	38.2	-85.8	1	
6231	10/04/21	Fairfax	VA	38.8	-77.3	6	
6232	10/04/21	San Angelo	TX	31.4	-100.5	1	
6233	10/04/21	Midland	TX	32	-102	2	
6234	10/04/21	Henrico	VA	37.5	-77.3	2	
6235	10/04/21	Folly Beach	SC	32.7	-79.9	3	
6236	10/04/21	Hampden Sydney	VA	37.2	-78.5	1	
6237	10/04/21	Madill	OK	34.1	-96.8	1	
6238	10/04/21	Chapel Hill	NC	35.9	-79	1	
6239	10/04/21	Battleboro	NC	36	-77.7	1	
6240	10/04/21	Gurnee	IL	42.4	-88	2	
6241	10/04/21	Boynton Beach	FL	26.5	-80.1	23	
6242	10/04/21	Hillsborough	NC	36.1	-79	1	
6243	10/04/21	Arlington	TX	32.6	-97.1	3	
6244	10/04/21	Stoughton	WI	42.9	-89.2	1	
6245	10/04/21	Lenapah	OK	36.9	-95.6	1	
6246	10/04/21	Long Branch	NJ	40.3	-74	1	
6247	10/04/21	Atlanta	GA	33.9	-84.2	1	
6248	10/04/21	Cincinnati	OH	39.2	-84.4	1	
6249	10/04/21	Cincinnati	OH	39.1	-84.3	1	
6250	10/04/21	Wooster	OH	40.8	-82	2	
6251	10/04/21	Charlottesville	VA	38	-78.5	14	
6252	10/04/21	Fredericksburg	VA	38.3	-77.5	1	
6253	10/04/21	Plano	TX	33	-96.7	4	
6254	10/04/21	Clyde	TX	32.4	-99.5	15	
6255	10/04/21	Topeka	KS	39	-95.7	2	
6256	10/04/21	Abilene	TX	32.3	-99.7	21	
6257	10/04/21	Lewisburg	WV	37.8	-80.4	2	
6258	10/04/21	Ooltewah	TN	35.1	-85.1	1	
6259	10/04/21	Dallas	TX	32.8	-96.7	1	
6260	10/04/21	Harrisville	MI	44.6	-83.3	1	
6261	10/04/21	Charleston	SC	32.7	-80	6	
6262	10/04/21	Urbana	IL	40.1	-88.2	3	
6263	10/04/21	Triangle	VA	38.5	-77.3	5	
6264	10/04/21	Campobello Island	NB	44.9	-66.9	1	
6265	10/04/21	Gillespie	IL	39.1	-89.8	1	
6266	10/04/21	Newburgh	IN	37.9	-87.4	10	
6267	10/04/21	Gillespie	IL	39.1	-89.8	1	
6268	10/04/21	Winston Salem	NC	36	-80.3	3	
6269	10/04/21	Cedar Bluff	AL	34.3	-85.7	1	
6270	10/04/21	Fort Erie	ON	42.9	-79.1	1	
6271	10/04/21	Birmingham	AL	33.3	-86.9	1	
6272	10/04/21	Camdenton	MO	38	-92.7	2	
6273	10/04/21	Cameron	NC	35.3	-79	1	
6274	10/04/21	Arlington	TX	32.6	-97.1	1	
6275	10/04/21	Keller	TX	32.9	-97.2	12	
6276	10/04/21	Minneapolis	MN	44.9	-93.2	1	
6277	10/04/21	Swannanoa	NC	35.6	-82.4	2	
6278	10/04/21	Athens	GA	34	-83.4	4	
6279	10/04/21	Venus	TX	32.4	-97.1	3	
6280	10/04/21	Saint Louis	MO	38.6	-90.2	5	
6281	10/04/21	Cornelius	NC	35.5	-80.9	10	
6282	10/04/21	Salem	MA	42.5	-70.9	1	
6283	10/04/21	Manchester Township	NJ	40	-74.3	1	
6284	10/04/21	Paducah	KY	37.1	-88.7	2	
6285	10/04/21	Arlington	TX	32.6	-97.1	1	
6286	10/04/21	Arlington	TX	32.6	-97.1	1	
6287	10/04/21	Arlington	TX	32.6	-97.1	1	
6288	10/04/21	East Rochester	OH	40.7	-81	1	
6289	10/04/21	Jekyll Island	GA	31.1	-81.4	45	
6290	10/04/21	Hampden Sydney	VA	37.2	-78.5	4	
6291	10/04/21	Annapolis	MD	38.9	-76.5	2	
6292	10/04/21	Houston	TX	29.8	-95.4	3	
6293	10/04/21	Abilene	TX	32.3	-99.6	3	
6294	10/04/21	Lansdale	PA	40.2	-75.3	1	
6295	10/04/21	Burleson	TX	32.6	-97.3	2	
6296	10/04/21	Tulsa	OK	36.2	-96	6	
6297	10/04/21	Tulsa	OK	36.1	-96	3	
6298	10/04/21	Tulsa	OK	36.2	-96	2	
6299	10/04/21	Fort Worth	TX	32.9	-97.4	25	
6300	10/04/21	Georgetown	TX	30.6	-97.7	1	
6301	10/04/21	Georgetown	TX	30.6	-97.7	1	
6302	10/04/21	Georgetown	TX	30.6	-97.7	2	
6303	10/04/21	Lawrence	KS	39	-95.2	1	
6304	10/04/21	Ballwin	MO	38.6	-90.5	1	
6305	10/04/21	Ocean City	MD	38.2	-75.2	1	
6306	10/04/21	Corpus Christi	TX	27.8	-97.4	2	
6307	10/04/21	Old Fort	NC	35.6	-82.2	10	
6308	10/04/21	Roanoke	VA	37.3	-80	7	
6309	10/04/21	Monmouth Beach	NJ	40.3	-74	2	
6310	10/04/21	Lexington	KY	38	-84.6	1	
6311	10/04/21	Arlington	TX	32.6	-97.1	1	
6312	10/04/21	Greenwood	VA	38	-78.8	8	
6313	10/04/21	Little River	SC	33.9	-78.6	1	
6314	10/04/21	Peachtree Corners	GA	34	-84.2	1	
6315	10/04/21	Peachtree Corners	GA	34	-84.2	1	
6316	10/04/21	Peachtree Corners	GA	34	-84.2	1	
6317	10/04/21	Abilene	TX	32.3	-99.7	1	
6318	10/04/21	Pennington	NJ	40.3	-74.8	1	
6319	10/04/21	Severn	ON	44.7	-79.4	1	
6320	10/04/21	Mason	TX	30.7	-99.1	132	
6321	10/04/21	Lexington	KY	38	-84.5	1	
6322	10/04/21	Lamar	AR	35.5	-93.4	1	
6323	10/04/21	Mount Sidney	VA	38.3	-79	6	
6324	10/04/21	Littleton	CO	39.6	-105	1	
6325	10/04/21	Cape May	NJ	38.9	-74.9	1	
6326	10/04/21	Holly Springs	NC	35.6	-78.8	7	
6327	10/04/21	Gordonsville	VA	38.1	-78.2	3	
6328	10/04/21	Brooklet	GA	32.4	-81.7	1	
6329	10/03/21	Oilville	VA	37.7	-77.8	3	
6330	10/03/21	Oilville	VA	37.7	-77.8	1	
6331	10/03/21	Oilville	VA	37.7	-77.8	1	
6332	10/03/21	Wendell	NC	35.8	-78.4	1	
6333	10/03/21	Midlothian	VA	37.5	-77.7	2	
6334	10/03/21	Toms River	NJ	40	-74.2	1	
6335	10/03/21	Chapel Hill	NC	35.9	-79.1	1	
6336	10/03/21	Dix	IL	38.4	-88.9	23	
6337	10/03/21	Moline	IL	41.5	-90.5	2	
6338	10/03/21	Lunenburg Municipal District	NS	44.4	-64.6	1	
6339	10/03/21	Tulsa	OK	36.2	-96	5	
6340	10/03/21	Riverton	IL	39.9	-89.5	1	
6341	10/03/21	Asheville	NC	35.6	-82.6	40	
6342	10/03/21	Mechanicsburg	PA	40.2	-77	1	
6343	10/03/21	Hamptonville	NC	36.1	-80.7	1	
6344	10/03/21	Hillsborough	NC	36.1	-79	1	
6345	10/03/21	Slatersville	RI	42	-71.6	1	
6346	10/03/21	Mazomanie	WI	43.2	-89.8	1	
6347	10/03/21	Saint Louis	MO	38.5	-90.3	1	
6348	10/03/21	Schaumburg	IL	42	-88.1	1	
6349	10/03/21	Oilville	VA	37.7	-77.8	2	
6350	10/03/21	Mount Pulaski	IL	40	-89.3	20	
6351	10/03/21	Mckinney	TX	33.2	-96.7	2	
6352	10/03/21	Charlottesville	VA	38	-78.5	8	
6353	10/03/21	Tulsa	OK	36.1	-95.9	1	
6354	10/03/21	Wake Forest	NC	36	-78.5	1	
6355	10/03/21	South Windsor	CT	41.8	-72.5	1	
6356	10/03/21	Athens	GA	34	-83.4	1	
6357	10/03/21	Fredericksburg	VA	38.3	-77.5	1	
6358	10/03/21	Portage	WI	43.5	-89.5	1	
6359	10/03/21	North Hudson	NY	44	-73.7	1	
6360	10/03/21	Wildwood	MO	38.6	-90.6	6	
6361	10/03/21	Oilville	VA	37.7	-77.8	3	
6362	10/03/21	San Antonio	TX	29.5	-98.5	10	
6363	10/03/21	Windsor	VA	36.8	-76.7	1	
6364	10/03/21	Harrisville	MI	44.7	-83.3	1	
6365	10/03/21	Commerce City	CO	39.8	-104.9	1	
6366	10/03/21	Savannah	GA	32	-81.1	2	
6367	10/03/21	Oilville	VA	37.7	-77.8	4	
6368	10/03/21	Campobello Island	NB	44.9	-66.9	1	
6369	10/03/21	Gordonsville	VA	38.1	-78.2	1	
6370	10/03/21	Santa Fe	NM	35.6	-105.9	1	
6371	10/03/21	Apex	NC	35.8	-78.9	3	
6372	10/03/21	Hackensack	NJ	40.9	-74	2	
6373	10/03/21	Medford	OR	42.3	-122.9	1	
6374	10/03/21	Tulsa	OK	36.1	-96	4	
6375	10/03/21	Lees Summit	MO	38.8	-94.4	3	
6376	10/03/21	Soledad	CA	36.4	-121.3	1	
6377	10/03/21	Coffeyville	KS	37	-95.7	1	
6378	10/03/21	Boerne	TX	29.8	-98.8	6	
6379	10/03/21	West Elgin	ON	42.6	-81.5	1	
6380	10/03/21	Braidwood	IL	41.3	-88.2	24	
6381	10/03/21	Gilbert	AZ	33.4	-111.8	1	
6382	10/03/21	Fairfield	PA	39.8	-77.4	1	
6383	10/03/21	Mesilla	NM	32.3	-106.8	1	
6384	10/03/21	Mesilla	NM	32.3	-106.8	1	
6385	10/03/21	Exeter	RI	41.6	-71.5	2	
6386	10/03/21	New Bedford	MA	41.6	-70.9	5	
6387	10/03/21	Tuckerton	NJ	39.6	-74.3	5	
6388	10/03/21	Baton Rouge	LA	30.5	-91	1	
6389	10/03/21	Winston Salem	NC	36.1	-80.3	1	
6390	10/03/21	Cary	NC	35.8	-78.8	2	
6391	10/03/21	Urbana	IL	40.1	-88.2	1	
6392	10/03/21	Scottsdale	AZ	33.5	-111.9	3	
6393	10/03/21	Plattsburg	MO	39.6	-94.4	3	
6394	10/03/21	Richmond	VA	37.4	-77.5	3	
6395	10/03/21	Saint Louis	MO	38.6	-90.2	12	
6396	10/03/21	Farmville	VA	37.2	-78.5	1	
6397	10/03/21	Saint Louis	MO	38.7	-90.3	4	
6398	10/03/21	Battleboro	NC	36	-77.7	1	
6399	10/03/21	Mayfield	KY	36.7	-88.6	2	
6400	10/03/21	Georgetown	TX	30.6	-97.7	1	
6401	10/03/21	Georgetown	TX	30.6	-97.7	1	
6402	10/03/21	Georgetown	TX	30.6	-97.7	1	
6403	10/03/21	Plano	TX	33	-96.7	1	
6404	10/03/21	Plano	TX	33	-96.7	2	
6405	10/03/21	Topeka	KS	39	-95.7	1	
6406	10/03/21	South Haven	MI	42.5	-86.2	3	
6407	10/03/21	Mount Sidney	VA	38.3	-79	4	
6408	10/03/21	Wappingers Falls	NY	41.5	-74	23	
6409	10/03/21	Flat Rock	MI	42.1	-83.3	4	
6410	10/03/21	Cary	NC	35.8	-78.9	2	
6411	10/03/21	Shawnee	KS	39	-94.7	1	
6412	10/03/21	Salt Lake City	UT	40.8	-111.9	1	
6413	10/03/21	Paducah	KY	37.1	-88.6	1	
6414	10/03/21	Mattapoisett	MA	41.7	-70.8	1	
6415	10/03/21	Saint Marys	GA	30.9	-81.4	50	
6416	10/03/21	Denver	CO	39.9	-105	1	
6417	10/03/21	Onalaska	WI	43.9	-91.3	17	
6418	10/03/21	Ballwin	MO	38.6	-90.5	4	
6419	10/03/21	Stroudsburg	PA	41	-75.2	1	
6420	10/03/21	Stroudsburg	PA	41	-75.2	1	
6421	10/03/21	Stroudsburg	PA	41	-75.2	1	
6422	10/03/21	Edwardsville	IL	38.8	-90	7	
6423	10/03/21	Ozark	MO	37.1	-93.2	1	
6424	10/03/21	Little Compton	RI	41.5	-71.1	200	
6425	10/03/21	Cartersville	GA	34.3	-84.8	1	
6426	10/03/21	Richmond Hill	GA	31.9	-81.2	2	
6427	10/03/21	Mocksville	NC	35.9	-80.5	12	
6428	10/03/21	Bivalve	MD	38.3	-75.9	25	
6429	10/03/21	Piedmont	SC	34.7	-82.5	1	
6430	10/03/21	Shutesbury	MA	42.5	-72.4	2	
6431	10/03/21	Burlington	ON	43.3	-79.8	2	
6432	10/03/21	Randolph Center	VT	43.9	-72.5	1	
6433	10/03/21	Rutland	VT	43.6	-73	1	
6434	10/03/21	Sun Prairie	WI	43.1	-89.3	1	
6435	10/03/21	Cincinnati	OH	39.1	-84.6	1	
6436	10/03/21	Chesterfield	VA	37.3	-77.6	1	
6437	10/03/21	Schellsburg	PA	40.1	-78.7	31	
6438	10/03/21	Denver	CO	39.7	-104.9	1	
6439	10/03/21	Boone	NC	36.2	-81.6	7	
6440	10/03/21	Mcveytown	PA	40.5	-77.8	0	
6441	10/03/21	New Ringgold	PA	40.6	-76	1	
6442	10/03/21	Cherokee	TX	31	-98.7	2	
6443	10/03/21	Nashville	TN	36.2	-86.7	1	
6444	10/03/21	Mason	TX	30.9	-99.4	23	
6445	10/03/21	Mason	TX	30.7	-99.1	12	
6446	10/03/21	Freedom	PA	40.7	-80.3	1	
6447	10/03/21	Good Hope	GA	33.8	-83.6	2	
6448	10/02/21	Dallas	TX	32.8	-96.8	1	
6449	10/02/21	Bethesda	MD	39	-77.1	2	
6450	10/02/21	Castro Valley	CA	37.7	-122.1	1	
6451	10/02/21	Mt Arlington	NJ	40.9	-74.6	1	
6452	10/02/21	Rockaway Township	NJ	40.9	-74.5	0	
6453	10/02/21	Media	PA	39.9	-75.4	1	
6454	10/02/21	Chapel Hill	NC	35.9	-79.1	1	
6455	10/02/21	Westport	MA	41.7	-71.1	1	
6456	10/02/21	Farmington	MN	44.6	-93.1	1	
6457	10/02/21	Charlotte	NC	35.1	-80.9	1	
6458	10/02/21	Oilville	VA	37.7	-77.8	1	
6459	10/02/21	East Falmouth	MA	41.6	-70.6	6	
6460	10/02/21	Oilville	VA	37.7	-77.8	3	
6461	10/02/21	Mocksville	NC	35.9	-80.5	5	
6462	10/02/21	Norwell	MA	42.2	-70.8	2	
6463	10/02/21	Richboro	PA	40.2	-75	1	
6464	10/02/21	Rancho Cucamonga	CA	34.1	-117.6	1	
6465	10/02/21	Grafton	MA	42.2	-71.7	3	
6466	10/02/21	Cary	NC	35.8	-78.9	1	
6467	10/02/21	Cheshire	CT	41.5	-72.9	1	
6468	10/02/21	Newton	NJ	41.1	-74.8	2	
6469	10/02/21	Oilville	VA	37.7	-77.8	4	
6470	10/02/21	Mathias	WV	39	-78.9	1	
6471	10/02/21	Patuxent River	MD	38.3	-76.4	2	
6472	10/02/21	Cashiers	NC	35.1	-83.1	6	
6473	10/02/21	Topeka	KS	39	-95.7	1	
6474	10/02/21	Tulsa	OK	36.2	-95.9	1	
6475	10/02/21	Fredericksburg	VA	38.3	-77.5	2	
6476	10/02/21	Bloomfield Hills	MI	42.6	-83.3	1	
6477	10/02/21	Phoenix	AZ	33.5	-112.1	1	
6478	10/02/21	Oklahoma City	OK	35.6	-97.7	2	
6479	10/02/21	Fredericksburg	VA	38.3	-77.5	1	
6480	10/02/21	Tulsa	OK	36.1	-95.9	1	
6481	10/02/21	Newburgh	IN	37.9	-87.4	3	
6482	10/02/21	Fredericksburg	VA	38.3	-77.5	2	
6483	10/02/21	Fredericksburg	VA	38.3	-77.5	1	
6484	10/02/21	Lenexa	KS	39	-94.7	9	
6485	10/02/21	Clover	SC	35.1	-81.2	2	
6486	10/02/21	Moneta	VA	37.2	-79.6	3	
6487	10/02/21	Campobello Island	NB	44.9	-66.9	1	
6488	10/02/21	Folly Beach	SC	32.7	-79.9	2	
6489	10/02/21	Atlanta	GA	33.9	-84.2	1	
6490	10/02/21	Calhoun	GA	34.4	-85	9	
6491	10/02/21	Oak Lawn	IL	41.7	-87.8	3	
6492	10/02/21	San Antonio	TX	29.6	-98.5	1	
6493	10/02/21	Tulsa	OK	36.2	-96	3	
6494	10/02/21	Tulsa	OK	36.2	-96	2	
6495	10/02/21	Mechanicsburg	PA	40.2	-77	1	
6496	10/02/21	Yonkers	NY	41	-73.8	1	
6497	10/02/21	Tulsa	OK	36.1	-95.9	1	
6498	10/02/21	Oklahoma City	OK	35.6	-97.6	1	
6499	10/02/21	Mystic	CT	41.4	-72	5	
6500	10/02/21	Louisville	KY	38.3	-85.6	2	
6501	10/02/21	Versailles	KY	38.1	-84.7	1	
6502	10/02/21	Pickett	WI	43.9	-88.7	1	
6503	10/02/21	Fletcher	NC	35.4	-82.5	2	
6504	10/02/21	Excello	MO	39.6	-92.5	2	
6505	10/02/21	Fredericksburg	VA	38.3	-77.5	1	
6506	10/02/21	Fredericksburg	VA	38.3	-77.5	1	
6507	10/02/21	Springfield	IL	39.9	-89.7	8	
6508	10/02/21	Tulsa	OK	36.1	-96	4	
6509	10/02/21	Westport	MA	41.6	-71.1	4	
6510	10/02/21	Villa Rica	GA	33.7	-84.9	1	
6511	10/02/21	Bixby	OK	35.9	-95.9	1	
6512	10/02/21	Simpsonville	SC	34.7	-82.3	2	
6513	10/02/21	Cincinnati	OH	39.2	-84.6	2	
6514	10/02/21	Tucson	AZ	32.4	-111	6	
6515	10/02/21	San Antonio	TX	29.5	-98.6	1	
6516	10/02/21	Bogart	GA	33.9	-83.5	1	
6517	10/02/21	Tucker	GA	33.9	-84.2	1	
6518	10/02/21	Stearns	KY	36.8	-84.6	3	
6519	10/02/21	Santa Rosa	CA	38.4	-122.7	1	
6520	10/02/21	Ridgefield	CT	41.3	-73.5	1	
6521	10/02/21	New Bedford	MA	41.6	-70.9	5	
6522	10/02/21	Atlanta	GA	33.8	-84.3	1	
6523	10/02/21	Snellville	GA	33.9	-84	1	
6524	10/02/21	Hickory	NC	35.7	-81.3	4	
6525	10/02/21	Fredericksburg	VA	38.3	-77.5	1	
6526	10/02/21	Broken Arrow	OK	36	-95.8	3	
6527	10/02/21	Absecon	NJ	39.5	-74.5	12	
6528	10/02/21	Hillsborough	NC	36.1	-79	1	
6529	10/02/21	Apex	NC	35.7	-78.9	3	
6530	10/02/21	Caldwell	WV	37.8	-80.4	2	
6531	10/02/21	Rhodes	IA	41.9	-93.2	2	
6532	10/02/21	Decatur	GA	33.8	-84.3	2	
6533	10/02/21	Edgewood	NM	35	-106.2	1	
6534	10/02/21	Auburn	NY	42.9	-76.6	1	
6535	10/02/21	Corpus Christi	TX	27.8	-97.4	1	
6536	10/02/21	Apex	NC	35.8	-78.9	23	
6537	10/02/21	Saint Louis	MO	38.6	-90.2	12	
6538	10/02/21	Ridgewood	NJ	41	-74.1	1	
6539	10/02/21	Villa Rica	GA	33.7	-84.9	2	
6540	10/02/21	Tulsa	OK	36.1	-96	2	
6541	10/02/21	Abingdon	VA	36.7	-82	1	
6542	10/02/21	Tuckerton	NJ	39.6	-74.3	2	
6543	10/02/21	Cape May	NJ	38.9	-74.9	25	
6544	10/02/21	Talihina	OK	34.8	-95.1	4	
6545	10/02/21	Cary	NC	35.8	-78.8	10	
6546	10/02/21	Banner Elk	NC	36.1	-81.8	2	
6547	10/02/21	Flat Rock	MI	42.1	-83.3	4	
6548	10/02/21	Renovo	PA	41.4	-77.9	5	
6549	10/02/21	Kenner	LA	30	-90.3	1	
6550	10/02/21	Austin	TX	30.4	-97.8	1	
6551	10/02/21	Newton	NH	42.9	-71	2	
6552	10/02/21	Jeffersonville	IN	38.3	-85.7	1	
6553	10/02/21	Anson	TX	32.8	-99.9	20	
6554	10/02/21	Scottsdale	AZ	33.5	-111.9	1	
6555	10/02/21	Hanover	MA	42.1	-70.8	2	
6556	10/02/21	Dekalb	IL	41.9	-88.8	2	
6557	10/02/21	Los Osos	CA	35.3	-120.9	12	
6558	10/02/21	Albany	CA	37.9	-122.3	1	
6559	10/02/21	Slatersville	RI	42	-71.6	2	
6560	10/02/21	Greer	SC	34.9	-82.2	2	
6561	10/02/21	Richmond	VA	37.6	-77.5	7	
6562	10/02/21	Salinas	CA	36.7	-121.7	2	
6563	10/02/21	West Vincent Twp	PA	40.1	-75.6	1	
6564	10/02/21	Gordonsville	VA	38.1	-78.2	1	
6565	10/02/21	Hackensack	NJ	40.9	-74	2	
6566	10/02/21	Lees Summit	MO	38.9	-94.4	1	
6567	10/02/21	Lees Summit	MO	38.9	-94.4	1	
6568	10/02/21	Lees Summit	MO	38.9	-94.4	1	
6569	10/02/21	Oklahoma City	OK	35.5	-97.6	28	
6570	10/02/21	Boerne	TX	29.8	-98.8	1	
6571	10/02/21	Essex	MD	39.3	-76.4	1	
6572	10/02/21	Winston Salem	NC	36.1	-80.3	1	
6573	10/02/21	Little Elm	TX	33.2	-96.9	20	
6574	10/02/21	Farmville	VA	37.3	-78.4	1	
6575	10/02/21	Gurnee	IL	42.4	-88	1	
6576	10/02/21	Bryan	TX	30.8	-96.3	1	
6577	10/02/21	Bryan	TX	30.8	-96.3	2	
6578	10/02/21	Edmond	OK	35.7	-97.5	1	
6579	10/02/21	Plano	TX	33	-96.7	1	
6580	10/02/21	Plano	TX	33	-96.7	2	
6581	10/02/21	Oakland	CA	37.8	-122.3	1	
6582	10/02/21	Lawrenceburg	KY	38	-84.9	1	
6583	10/02/21	Mount Sidney	VA	38.3	-79	4	
6584	10/02/21	Mckinney	TX	33.2	-96.7	3	
6585	10/02/21	Hasbrouck Heights	NJ	40.9	-74.1	1	
6586	10/02/21	California	PA	40.1	-79.9	1	
6587	10/02/21	Totz	KY	36.9	-83.1	10	
6588	10/02/21	Georgetown	TX	30.6	-97.7	1	
6589	10/02/21	Georgetown	TX	30.6	-97.7	1	
6590	10/02/21	Georgetown	TX	30.6	-97.7	1	
6591	10/02/21	Richmond	VA	37.6	-77.5	1	
6592	10/02/21	Whitewater	WI	42.9	-88.8	1	
6593	10/02/21	Jonesborough	TN	36.3	-82.6	1	
6594	10/02/21	Helendale	CA	34.8	-117.3	3	
6595	10/02/21	Randolph Center	VT	43.9	-72.5	2	
6596	10/02/21	Celemania	COA	27	-101.7	30	
6597	10/02/21	Orrick	MO	39.2	-94.1	1	
