Date	Town	State/Province	Latitude	Longitude	Number	Image
5123	09/06/23	Bremen	ME	44	-69.4	1	
5124	09/06/23	York	PA	39.9	-76.7	1	
5125	09/06/23	Johns Island	SC	32.6	-80.2	3	
5126	09/06/23	St. Louis	MO	38.6	-90.2	2	
5127	09/06/23	Los Angeles	CA	33.7	-118.3	3	
5128	09/06/23	White Plains	NY	41	-73.8	1	
5129	09/06/23	Granby	MO	36.9	-94.3	1	
5130	09/06/23	Montr̩al	QC	45.5	-73.7	7	
5131	09/05/23	Dryden	MI	42.9	-83.1	1	
5132	09/05/23	Wyre District	England	53.9	-3	50	
5133	09/05/23	Brandon Twp	MI	42.8	-83.3	1	
5134	09/05/23	Archer City	TX	33.6	-98.6	1	
5135	09/05/23	Howards Grove	WI	43.8	-87.8	1	
5136	09/05/23	Fowlerville	MI	42.6	-84	1	
5137	09/05/23	Smith	KY	36.7	-83.3	1	
5138	09/05/23	Salisbury	NC	35.6	-80.5	3	
5139	09/05/23	Oro-Medonte	ON	44.5	-79.7	2	
5140	09/05/23	Rochester Hills	MI	42.7	-83.1	1	
5141	09/05/23	Horseshoe Bay	TX	30.5	-98.4	1	
5142	09/05/23	Pittsfield	NH	43.3	-71.3	1	
5143	09/05/23	Louisville	KY	38.2	-85.8	1	
5144	09/05/23	Wauwatosa	WI	43.1	-88	3	
5145	09/05/23	Minneapolis	MN	45	-93.2	7	
5146	09/05/23	Trent Hills	ON	44.3	-78	1	
5147	09/05/23	Muskogee	OK	35.8	-95.4	3	
5148	09/05/23	Marble Falls	TX	30.6	-98.3	1	
5149	09/05/23	West Palm Beach	FL	26.8	-80	1	
5150	09/05/23	Minneapolis	MN	45	-93.2	6	
5151	09/05/23	Woodbridge	VA	38.7	-77.3	3	
5152	09/05/23	California	PA	40.1	-79.9	1	
5153	09/05/23	Divide	CO	38.9	-105.2	1	
5154	09/05/23	Denver	CO	39.7	-104.9	1	
5155	09/05/23	Minneapolis	MN	45	-93.2	1	
5156	09/05/23	Minneapolis	MN	45	-93.2	1	
5157	09/05/23	Oro-Medonte	ON	44.5	-79.7	1	
5158	09/05/23	Tamworth	NH	43.8	-71.3	3	
5159	09/05/23	Pass Christian	MS	30.3	-89.2	1	
5160	09/05/23	St. Louis	MO	38.6	-90.3	1	
5161	09/05/23	Harrisville	NY	44.1	-75.3	1	
5162	09/05/23	Lansing	MI	42.7	-84.6	1	
5163	09/05/23	Mabel	MN	43.5	-91.9	30	
5164	09/05/23	Chesapeake	VA	36.8	-76.4	1	
5165	09/05/23	Minneapolis	MN	45	-93.2	4	
5166	09/05/23	Pittsford	NY	43.1	-77.5	1	
5167	09/05/23	Highland	WI	43	-90.4	1	
5168	09/05/23	Howe	OK	35	-94.6	1	
5169	09/05/23	Ellington	NY	42.2	-79.1	1	
5170	09/05/23	Ottawa	ON	45.4	-75.8	7	
5171	09/05/23	Tulsa	OK	36.1	-95.9	1	
5172	09/05/23	Chatham	ON	42.4	-82.2	3	
5173	09/05/23	Brunswick	OH	41.2	-81.8	15	
5174	09/05/23	Chenango	NY	42.2	-75.9	1	
5175	09/05/23	Urbandale	IA	41.6	-93.7	1	
5176	09/05/23	Watertown	CT	41.6	-73.1	1	
5177	09/05/23	Westfield Center	OH	41	-81.9	1	
5178	09/05/23	Medina	NY	43.2	-78.4	2	
5179	09/05/23	Penryn	CA	38.8	-121.2	2	
5180	09/05/23	Ludington	MI	44	-86.4	3	
5181	09/05/23	Point Pelee National Park	ON	41.9	-82.5	7	
5182	09/05/23	Tupper Lake	NY	44.3	-74.3	1	
5183	09/05/23	Northern Bruce Peninsula	ON	45.3	-81.6	12	
5184	09/05/23	Bloomingdale	NJ	41	-74.3	1	
5185	09/05/23	Monona	WI	43.1	-89.3	1	
5186	09/05/23	Minneapolis	MN	44.9	-93.3	3	
5187	09/05/23	Norman	OK	35.2	-97.4	5	
5188	09/05/23	Oklahoma City	OK	35.5	-97.5	1	
5189	09/05/23	Glenpool	OK	36	-96	1	
5190	09/05/23	Grand Rapids	MI	42.9	-85.6	1	
5191	09/05/23	Middleton	WI	43.1	-89.4	15	
5192	09/05/23	Lusby	MD	38.4	-76.5	1	
5193	09/05/23	Porter	IN	41.7	-87.1	5	
5194	09/05/23	Calera	OK	33.9	-96.4	5	
5195	09/05/23	Prince Edward	ON	44	-77.5	2	
5196	09/05/23	Mt. Juliet	TN	36.2	-86.5	2	
5197	09/05/23	Bountiful	UT	40.9	-111.9	1	
5198	09/05/23	KCMO	MO	39.2	-94.5	3	
5199	09/05/23	Hubbard Lake	MI	44.8	-83.6	1	
5200	09/05/23	Lyndhurst	OH	41.5	-81.5	4	
5201	09/05/23	Ottawa	ON	45.2	-75.9	1	
5202	09/05/23	Hudson	WI	45	-92.7	3	
5203	09/05/23	Tulsa	OK	36.2	-96	1	
5204	09/05/23	Washougal	WA	45.6	-122.4	1	
5205	09/05/23	Salt Lake City	UT	40.8	-111.9	1	
5206	09/05/23	Inlet	NY	43.8	-74.8	1	
5207	09/05/23	Montr̩al	QC	45.5	-73.7	8	
5208	09/05/23	Media	PA	39.9	-75.4	1	
5209	09/04/23	Media	PA	39.9	-75.4	2	
5210	09/04/23	Oklahoma City	OK	35.5	-97.5	2147483647	
5211	09/04/23	Springfield	MO	37.2	-93.3	1	
5212	09/04/23	St. Louis	MO	38.6	-90.3	1	
5213	09/04/23	Fayetteville	PA	39.9	-77.5	1	
5214	09/04/23	Minneapolis	MN	45	-93.2	1	
5215	09/04/23	Keyport	NJ	40.4	-74.2	1	
5216	09/04/23	Broomfield	CO	39.9	-105	1	
5217	09/04/23	New Brighton	MN	45	-93.2	3	
5218	09/04/23	Muskogee	OK	35.7	-95.4	2	
5219	09/04/23	Elizabeth	PA	40.3	-79.8	2	
5220	09/04/23	Dallas	GA	33.9	-84.8	1	
5221	09/04/23	Geneva	NY	42.8	-77	2	
5222	09/04/23	Muskogee	OK	35.7	-95.4	2	
5223	09/04/23	Chapel Hill	NC	35.9	-79.1	1	
5224	09/04/23	Lakeshore	ON	42.2	-82.9	1	
5225	09/04/23	Macomb	MI	42.7	-82.9	1	
5226	09/04/23	Warsaw	IN	41.3	-85.7	1	
5227	09/04/23	Minneapolis	MN	45	-93.2	13	
5228	09/04/23	Ottawa	ON	45.4	-75.7	1	
5229	09/04/23	Greer	SC	35	-82.2	1	
5230	09/04/23	San Angelo	TX	31.4	-100.5	1	
5231	09/04/23	Aurora	MO	37	-93.7	2	
5232	09/04/23	Friendsville	PA	41.9	-76	3	
5233	09/04/23	Brampton	ON	43.7	-79.7	2	
5234	09/04/23	Atchison	KS	39.6	-95.1	1	
5235	09/04/23	Lawrenceville	GA	34	-83.9	1	
5236	09/04/23	Cincinnati	OH	39.2	-84.3	1	
5237	09/04/23	West Palm Beach	FL	26.8	-80	1	
5238	09/04/23	Chelsea	AL	33.3	-86.7	1	
5239	09/04/23	Lockport	NY	43.2	-78.7	1	
5240	09/04/23	Sanford	MI	43.6	-84.4	2	
5241	09/04/23	Avon	MN	45.6	-94.5	8	
5242	09/04/23	Minneapolis	MN	45	-93.2	6	
5243	09/04/23	Tamworth	NH	43.9	-71.3	5	
5244	09/04/23	Louisville	KY	38.2	-85.8	1	
5245	09/04/23	La Cienega	NM	35.6	-106.1	1	
5246	09/04/23	Saginaw	MI	43.4	-84.1	1	
5247	09/04/23	Bar Harbor	ME	44.3	-68.2	1	
5248	09/04/23	Piedmont	CA	37.8	-122.2	1	
5249	09/04/23	Cotati	CA	38.3	-122.7	1	
5250	09/04/23	Brookshire	TX	29.8	-96	1	
5251	09/04/23	Woodland	CA	38.7	-121.8	3	
5252	09/04/23	Salem	NH	42.8	-71.2	1	
5253	09/04/23	Oro-Medonte	ON	44.5	-79.7	2	
5254	09/04/23	Traverse City	MI	44.7	-85.7	1	
5255	09/04/23	Brunswick	ME	43.9	-69.9	1	
5256	09/04/23	Minneapolis	MN	45	-93.2	4	
5257	09/04/23	Meridianville	AL	34.9	-86.6	2	
5258	09/04/23	Springfield	IL	39.8	-89.5	2	
5259	09/04/23	Candler	NC	35.5	-82.7	2	
5260	09/04/23	Chatham	ON	42.4	-82.2	8	
5261	09/04/23	St. Louis	MO	38.5	-90.3	3	
5262	09/04/23	Keller	TX	32.9	-97.2	1	
5263	09/04/23	Middleton	WI	43.1	-89.5	1	
5264	09/04/23	KCMO	MO	39.2	-94.5	3	
5265	09/04/23	Traverse City	MI	44.8	-85.7	2	
5266	09/04/23	Toronto	ON	43.7	-79.3	3	
5267	09/04/23	Oakland	CA	37.8	-122.2	1	
5268	09/04/23	St. Louis	MO	38.6	-90.3	1	
5269	09/04/23	Wauwatosa	WI	43.1	-88	3	
5270	09/04/23	Sumner Hill	CA	37	-119.7	1	
5271	09/04/23	Kawartha Lakes	ON	44.4	-78.7	2	
5272	09/04/23	Point Pelee National Park	ON	41.9	-82.5	11	
5273	09/04/23	Brunswick	OH	41.2	-81.8	4	
5274	09/04/23	Pflugerville	TX	30.4	-97.6	1	
5275	09/04/23	Murrells Inlet	SC	33.6	-79.1	2	
5276	09/04/23	Tulsa	OK	36.2	-95.9	3	
5277	09/04/23	Norman	OK	35.3	-97.5	4	
5278	09/04/23	Pelham	ON	43	-79.3	2	
5279	09/04/23	Neptune Township	NJ	40.2	-74	1	
5280	09/04/23	Woodland	CA	38.7	-121.8	1	
5281	09/04/23	Austin	TX	30.3	-97.7	4	
5282	09/04/23	Verona	NJ	40.8	-74.2	2	
5283	09/04/23	Wernersville	PA	40.3	-76.1	1	
5284	09/04/23	Ivylog	GA	34.9	-84.1	1	
5285	09/04/23	Norman	OK	35.2	-97.4	1	
5286	09/04/23	Kawartha Lakes	ON	44.6	-78.8	1	
5287	09/04/23	Hudson	WI	45	-92.7	3	
5288	09/04/23	Chicago	IL	41.9	-87.6	12	
5289	09/04/23	Greenville	SC	34.8	-82.4	3	
5290	09/04/23	Sumrall	MS	31.3	-89.5	1	
5291	09/04/23	Broomfield	CO	39.9	-105.1	1	
5292	09/04/23	Hotan Prefecture	Xinjiang	39.4	80.1	3	
5293	09/04/23	La Cienega	NM	35.6	-106.1	2	
5294	09/04/23	Batavia	OH	39.1	-84.2	3	
5295	09/04/23	San Antonio	TX	29.5	-98.7	1	
5296	09/04/23	Waterloo	ON	43.5	-80.5	1	
5297	09/04/23	Calera	OK	33.9	-96.4	4	
5298	09/04/23	Cumming	GA	34.3	-84.3	1	
5299	09/04/23	Walcott	IA	41.6	-90.7	2	
5300	09/04/23	Hubbard Lake	MI	44.8	-83.5	1	
5301	09/04/23	Ramona	CA	33	-116.8	2	
5302	09/04/23	Ottawa	ON	45.2	-75.9	1	
5303	09/04/23	New Brighton	MN	45.1	-93.2	1	
5304	09/04/23	New Brighton	MN	45.1	-93.2	1	
5305	09/04/23	Margate City	NJ	39.3	-74.5	5	
5306	09/04/23	Tulsa	OK	36.1	-95.9	1	
5307	09/04/23	Hinsdale	IL	41.8	-87.9	3	
5308	09/04/23	St. Louis	MO	38.6	-90.3	2	
5309	09/04/23	Montr̩al	QC	45.5	-73.7	17	
5310	09/03/23	Westport	WI	43.1	-89.4	1	
5311	09/03/23	Yonkers	NY	40.9	-73.9	1	
5312	09/03/23	Bluff Dale	TX	32.4	-98	3	
5313	09/03/23	Derby	KS	37.6	-97.2	1	
5314	09/03/23	Waterville	ME	44.5	-69.6	1	
5315	09/03/23	Chelsea	OK	36.5	-95.4	1	
5316	09/03/23	Claremore	OK	36.3	-95.6	1	
5317	09/03/23	Minneapolis	MN	45.2	-93.3	1	
5318	09/03/23	Waxahachie	TX	32.5	-96.9	1	
5319	09/03/23	Westmont	IL	41.8	-88	1	
5320	09/03/23	Louisville	KY	38.2	-85.8	1	
5321	09/03/23	Inver Grove Heights	MN	44.8	-93.1	1	
5322	09/03/23	Glastonbury	CT	41.7	-72.6	2	
5323	09/03/23	Corona	SD	45.4	-96.8	1	
5324	09/03/23	New Brighton	MN	45	-93.2	1	
5325	09/03/23	Minneapolis	MN	45	-93.2	10	
5326	09/03/23	Conyers	GA	33.6	-84	1	
5327	09/03/23	Sneads Ferry	NC	34.6	-77.3	1	
5328	09/03/23	Sneads Ferry	NC	34.6	-77.3	1	
5329	09/03/23	Brampton	ON	43.7	-79.8	3	
5330	09/03/23	Brampton	ON	43.6	-79.8	2	
5331	09/03/23	Holland	MI	42.8	-86.1	1	
5332	09/03/23	Frankenmuth	MI	43.3	-83.7	1	
5333	09/03/23	Bay St Louis	MS	30.3	-89.3	1	
5334	09/03/23	Blue Hill	ME	44.4	-68.6	1	
5335	09/03/23	Blue Hill	ME	44.4	-68.6	1	
5336	09/03/23	West Palm Beach	FL	26.8	-80	1	
5337	09/03/23	Broomfield	CO	39.9	-105.1	1	
5338	09/03/23	Sanford	MI	43.6	-84.4	2	
5339	09/03/23	Lenexa	KS	39	-94.7	2	
5340	09/03/23	Harrisville	NY	44.1	-75.3	1	
5341	09/03/23	Harrisville	NY	44.1	-75.3	1	
5342	09/03/23	Maplewood	MN	45	-93.1	1	
5343	09/03/23	New York	NY	40.8	-73.8	1	
5344	09/03/23	Pigeon	MI	43.9	-83.2	10	
5345	09/03/23	Minneapolis	MN	45	-93.2	4	
5346	09/03/23	Barnstable	MA	41.7	-70.4	1	
5347	09/03/23	Plainview	NY	40.8	-73.5	1	
5348	09/03/23	Columbia Heights	MN	45	-93.2	4	
5349	09/03/23	Minneapolis	MN	45	-93.2	5	
5350	09/03/23	Oklahoma City	OK	35.6	-97.6	1	
5351	09/03/23	New Baltimore	MI	42.7	-82.7	1	
5352	09/03/23	Wauwatosa	WI	43.1	-88	2	
5353	09/03/23	Canal Fulton	OH	40.9	-81.6	3	
5354	09/03/23	Ottawa	ON	45.4	-75.7	1	
5355	09/03/23	Minneapolis	MN	45	-93.2	3	
5356	09/03/23	Weimar	TX	29.6	-96.7	1	
5357	09/03/23	Wappingers Falls	NY	41.5	-74	3	
5358	09/03/23	Oklahoma City	OK	35.6	-97.5	2	
5359	09/03/23	Norman	OK	35.2	-97.4	1	
5360	09/03/23	Chicago	IL	42	-87.7	5	
5361	09/03/23	Lynchburg	VA	37.4	-79.2	1	
5362	09/03/23	Canal Fulton	OH	40.9	-81.6	1	
5363	09/03/23	Alexander	NC	35.7	-82.6	2	
5364	09/03/23	Rule	TX	33.2	-99.9	1	
5365	09/03/23	League City	TX	29.5	-95.1	1	
5366	09/03/23	Minneapolis	MN	45	-93.2	3	
5367	09/03/23	Ramona	CA	33	-116.8	2	
5368	09/03/23	Tulsa	OK	36.1	-95.9	1	
5369	09/03/23	Inver Grove Heights	MN	44.8	-93.1	1	
5370	09/03/23	Chatham	ON	42.4	-82.2	15	
5371	09/03/23	Brunswick	OH	41.2	-81.8	10	
5372	09/03/23	Minneapolis	MN	45	-93.2	3	
5373	09/03/23	Trent Hills	ON	44.3	-78	1	
5374	09/03/23	Broomfield	CO	39.9	-105.1	1	
5375	09/03/23	Trent Hills	ON	44.3	-78	1	
5376	09/03/23	Chappaqua	NY	41.2	-73.8	1	
5377	09/03/23	Lawrence	KS	39	-95.2	1	
5378	09/03/23	KCMO	MO	39.1	-94.6	3	
5379	09/03/23	Odessa	TX	31.9	-102.3	2	
5380	09/03/23	Waterloo	ON	43.5	-80.5	1	
5381	09/03/23	St Paul	MN	45	-92.9	1	
5382	09/03/23	Temecula	CA	33.5	-117.1	4	
5383	09/03/23	Belleville	KS	39.8	-97.6	1	
5384	09/03/23	Point Pelee National Park	ON	41.9	-82.5	8	
5385	09/03/23	Sterling Heights	MI	42.6	-83.1	1	
5386	09/03/23	Woodbridge	CT	41.3	-73	1	
5387	09/03/23	Minneapolis	MN	45	-93.2	3	
5388	09/03/23	McKinney	TX	33.2	-96.6	1	
5389	09/03/23	Muskogee	OK	35.7	-95.4	2	
5390	09/03/23	Dunrobin	ON	45.5	-76	3	
5391	09/03/23	Bristol	QC	45.5	-76.4	2	
5392	09/03/23	Lakeville	MN	44.7	-93.3	14	
5393	09/03/23	Friendsville	PA	41.9	-76	3	
5394	09/03/23	Monona	WI	43.1	-89.3	1	
5395	09/03/23	New Berlin	WI	43	-88.1	1	
5396	09/03/23	Syracuse	NY	43	-76.2	1	
5397	09/03/23	Stroudsburg	PA	41	-75.2	1	
5398	09/03/23	Madison	WI	43.1	-89.5	1	
5399	09/03/23	Troup	TX	32.1	-95.2	1	
5400	09/03/23	Milton	VT	44.6	-73.1	1	
5401	09/03/23	Norman	OK	35.3	-97.5	3	
5402	09/03/23	Lynnwood-Pricedale	PA	40.1	-79.8	1	
5403	09/03/23	Pass Christian	MS	30.3	-89.2	1	
5404	09/03/23	Norman	OK	35.2	-97.4	2	
5405	09/03/23	Xenia	OH	39.7	-83.8	4	
5406	09/03/23	Sumrall	MS	31.4	-89.6	1	
5407	09/03/23	Fort McKavett	TX	30.8	-100.1	2	
5408	09/03/23	Winnetka	IL	42.1	-87.8	1	
5409	09/03/23	Asheville	NC	35.6	-82.5	1	
5410	09/03/23	Cleveland	OH	41.6	-81.6	3	
5411	09/03/23	Eastlake	OH	41.7	-81.5	1	
5412	09/03/23	Omaha	NE	41.2	-96	3	
5413	09/03/23	Arden Hills	MN	45.1	-93.2	1	
5414	09/03/23	Oklahoma City	OK	35.5	-97.5	1	
5415	09/03/23	Grand Rapids	MI	42.9	-85.6	2	
5416	09/03/23	Montr̩al	QC	45.5	-73.7	8	
5417	09/03/23	Media	PA	39.9	-75.4	0	
5418	09/03/23	New Ringgold	PA	40.6	-76	1	
5419	09/03/23	Springfield	MO	37.2	-93.3	5	
5420	09/03/23	Derby	KS	37.6	-97.2	1	
5421	09/03/23	Cincinnati	OH	39.1	-84.4	1	
5422	09/02/23	Ruthton	MN	44.2	-96.1	1	
5423	09/02/23	Holland	MN	44.1	-96.1	1	
5424	09/02/23	Balaton	MN	44.2	-95.8	1	
5425	09/02/23	Balaton	MN	44.2	-95.9	2	
5426	09/02/23	Manley	MN	43.6	-96.4	1	
5427	09/02/23	New Ulm	MN	44.3	-94.5	3	
5428	09/02/23	Huntsville	ON	45.2	-79.3	1	
5429	09/02/23	Longview	TX	32.6	-94.7	1	
5430	09/02/23	Roff	OK	34.6	-96.8	1	
5431	09/02/23	Harpursville	NY	42.2	-75.6	1	
5432	09/02/23	Tulsa	OK	36.1	-95.9	1	
5433	09/02/23	Fort Gratiot Twp	MI	43	-82.5	1	
5434	09/02/23	Roseville	MN	45	-93.1	1	
5435	09/02/23	Williamsburg	VA	37.3	-76.7	1	
5436	09/02/23	Willowbrook	IL	41.8	-87.9	1	
5437	09/02/23	Willowbrook	IL	41.8	-87.9	1	
5438	09/02/23	Willowbrook	IL	41.8	-87.9	1	
5439	09/02/23	The Colony	TX	33.1	-96.9	1	
5440	09/02/23	The Colony	TX	33.1	-96.9	1	
5441	09/02/23	Holland	MI	42.8	-86.2	12	
5442	09/02/23	Minneapolis	MN	45	-93.2	9	
5443	09/02/23	New Brighton	MN	45.1	-93.2	1	
5444	09/02/23	Monroeville	PA	40.4	-79.8	1	
5445	09/02/23	Duncanville	TX	32.7	-96.9	3	
5446	09/02/23	Alexander	NC	35.7	-82.6	1	
5447	09/02/23	Pittsburg	KS	37.4	-94.7	1	
5448	09/02/23	Fire Island	NY	40.7	-73.1	1	
5449	09/02/23	White Stone	VA	37.7	-76.4	3	
5450	09/02/23	Ottawa	ON	45.4	-76	1	
5451	09/02/23	Sherman	TX	33.7	-96.8	2	
5452	09/02/23	Aurora	IL	41.7	-88.3	1	
5453	09/02/23	Chelsea	OK	36.5	-95.4	1	
5454	09/02/23	Black River	MI	44.8	-83.3	1	
5455	09/02/23	Broomfield	CO	39.9	-105.1	1	
5456	09/02/23	Minneapolis	MN	45	-93.2	5	
5457	09/02/23	Medford	NY	40.8	-73	1	
5458	09/02/23	Blue Hill	ME	44.4	-68.6	1	
5459	09/02/23	Washington	MO	38.5	-91	1	
5460	09/02/23	Willoughby	OH	41.7	-81.4	5	
5461	09/02/23	West Des Moines	IA	41.6	-93.8	1	
5462	09/02/23	West Palm Beach	FL	26.8	-80	2	
5463	09/02/23	Brunswick	ME	43.9	-69.9	2	
5464	09/02/23	Alexander	NC	35.7	-82.6	1	
5465	09/02/23	Minneapolis	MN	45.2	-93.3	1	
5466	09/02/23	Mokena	IL	41.5	-87.9	2	
5467	09/02/23	Erie	PA	42.1	-80.1	1	
5468	09/02/23	Lakeville	MN	44.7	-93.3	8	
5469	09/02/23	Tulsa	OK	36.1	-96	1	
5470	09/02/23	Newbury	VT	44.1	-72.1	1	
5471	09/02/23	Ridgefield	CT	41.3	-73.5	1	
5472	09/02/23	Wauwatosa	WI	43.1	-88	2	
5473	09/02/23	Harriman	TN	35.9	-84.5	1	
5474	09/02/23	Ridgefield	CT	41.3	-73.5	1	
5475	09/02/23	Mabel	MN	43.5	-91.9	10	
5476	09/02/23	Powell	TN	36	-84	1	
5477	09/02/23	Wilmington	NY	44.5	-73.8	1	
5478	09/02/23	Greer	SC	34.9	-82.2	1	
5479	09/02/23	Greenville	SC	34.8	-82.4	1	
5480	09/02/23	Dalton	GA	34.8	-85	1	
5481	09/02/23	Minneapolis	MN	45	-93.2	4	
5482	09/02/23	Monroe	NY	41.3	-74.2	1	
5483	09/02/23	New Baltimore	MI	42.7	-82.7	2	
5484	09/02/23	Deerfield	MA	42.5	-72.6	2	
5485	09/02/23	Sanborn Township	MI	44.9	-83.4	1	
5486	09/02/23	Minneapolis	MN	45	-93.2	3	
5487	09/02/23	Yukon	OK	35.5	-97.7	2	
5488	09/02/23	Chatham	ON	42.4	-82.2	12	
5489	09/02/23	Fairfax	VA	38.8	-77.4	1	
5490	09/02/23	Brunswick	OH	41.2	-81.8	10	
5491	09/02/23	Chelsea	AL	33.3	-86.7	2	
5492	09/02/23	Harpursville	NY	42.2	-75.6	1	
5493	09/02/23	Cincinnati	OH	39.1	-84.5	1	
5494	09/02/23	Ponca City	OK	36.7	-97.1	1	
5495	09/02/23	Sandwich	NH	43.8	-71.4	1	
5496	09/02/23	Joplin	MO	37.1	-94.5	2	
5497	09/02/23	San Antonio	TX	29.5	-98.5	1	
5498	09/02/23	Decatur	GA	33.8	-84.3	1	
5499	09/02/23	Minneapolis	MN	44.9	-93.3	2	
5500	09/02/23	Hillsboro	MO	38.2	-90.6	1	
5501	09/02/23	Tamworth	NH	43.8	-71.3	2	
5502	09/02/23	Bremen	ME	44	-69.4	2	
5503	09/02/23	Nicollet	MN	44.3	-94.2	25	
5504	09/02/23	Warsaw	IN	41.3	-85.7	1	
5505	09/02/23	Point Pelee National Park	ON	41.9	-82.5	17	
5506	09/02/23	Shakopee	MN	44.8	-93.5	13	
5507	09/02/23	Louisville	KY	38.2	-85.8	1	
5508	09/02/23	Tyler	TX	32.3	-95.1	1	
5509	09/02/23	Vale	NC	35.5	-81.4	1	
5510	09/02/23	Lockport	NY	43.2	-78.7	1	
5511	09/02/23	Harrisville	NY	44.1	-75.3	1	
5512	09/02/23	Charleston	SC	32.7	-80	12	
5513	09/02/23	Davenport	IA	41.5	-90.6	5	
5514	09/02/23	Kerrville	TX	30.1	-99.1	5	
5515	09/02/23	Freeland	PA	41	-75.9	1	
5516	09/02/23	Graymoor-Devondale	KY	38.3	-85.6	1	
5517	09/02/23	Thomson	GA	33.5	-82.5	1	
5518	09/02/23	Midwest City	OK	35.5	-97.4	2	
5519	09/02/23	Hale	MI	44.3	-83.9	1	
5520	09/02/23	Norman	OK	35.3	-97.5	1	
5521	09/02/23	Crossville	TN	36	-84.9	1	
5522	09/02/23	KCMO	MO	39.2	-94.5	5	
5523	09/02/23	Waterloo	ON	43.5	-80.5	1	
5524	09/02/23	Muskogee	OK	35.7	-95.4	1	
5525	09/02/23	Powell	TN	36.1	-84	1	
5526	09/02/23	Dunrobin	ON	45.5	-76	1	
5527	09/02/23	Shanty Bay	ON	44.5	-79.7	1	
5528	09/02/23	Springfield	IL	39.8	-89.5	1	
5529	09/02/23	Asheville	NC	35.6	-82.6	1	
5530	09/02/23	Norfolk	VA	36.9	-76.3	2	
5531	09/02/23	Norman	OK	35.3	-97.5	4	
5532	09/02/23	Wyldwood	TX	30.1	-97.5	1	
5533	09/02/23	Germantown	TN	35.1	-89.8	8	
5534	09/02/23	Lakeside Marblehead	OH	41.5	-82.7	6	
5535	09/02/23	Toronto	ON	43.8	-79.3	4	
5536	09/02/23	Sumrall	MS	31.4	-89.5	1	
5537	09/02/23	Calera	OK	33.9	-96.4	4	
5538	09/02/23	Prince Edward	ON	44	-77.5	1	
5539	09/02/23	Winnetka	IL	42.1	-87.8	1	
5540	09/02/23	Rockford	MI	43.1	-85.6	1	
5541	09/02/23	Kirtland	OH	41.6	-81.3	3	
5542	09/02/23	Interlochen	MI	44.7	-85.9	1	
5543	09/02/23	Ottawa	ON	45.3	-75.8	1	
5544	09/02/23	Battlefield	MO	37.1	-93.4	6	
5545	09/02/23	Alfred	ON	45.5	-74.9	3	
5546	09/02/23	Royal Oak	MI	42.5	-83.1	1	
5547	09/02/23	Omaha	NE	41.2	-96.1	5	
5548	09/02/23	Cuyahoga Falls	OH	41.2	-81.6	9	
5549	09/02/23	Montr̩al	QC	45.5	-73.7	10	
5550	09/02/23	Cherokee	TX	31	-98.7	1	
5551	09/01/23	Oak Ridge	TN	36	-84.2	1	
5552	09/01/23	Oak Ridge	TN	36	-84.2	1	
5553	09/01/23	Middleton	WI	43.1	-89.5	2	
5554	09/01/23	Norwood	ON	44.4	-78	1	
5555	09/01/23	Huntersville	NC	35.5	-80.9	1	
5556	09/01/23	New Berlin	WI	43	-88.1	1	
5557	09/01/23	Twin Lake	MI	43.4	-86.2	5	
5558	09/01/23	Jacksonville	NC	34.7	-77.4	1	
5559	09/01/23	Alnwick/Haldimand	ON	44.1	-78.1	4	
5560	09/01/23	Binghamton	NY	42.1	-75.9	1	
5561	09/01/23	West Palm Beach	FL	26.8	-80	1	
5562	09/01/23	Belmont	MB	49.4	-99.6	1	
5563	09/01/23	Dawson	MN	44.9	-96.1	1	
5564	09/01/23	Hagerstown	MD	39.7	-77.7	1	
5565	09/01/23	Pass Christian	MS	30.4	-89.3	2	
5566	09/01/23	Helena	AL	33.3	-86.9	1	
5567	09/01/23	Overland Park	KS	39	-94.7	3	
5568	09/01/23	Natural Dam	AR	35.6	-94.4	3	
5569	09/01/23	Ottawa	ON	45.4	-76	1	
5570	09/01/23	Belleville	KS	39.8	-97.6	1	
5571	09/01/23	Plano	TX	33	-96.7	1	
5572	09/01/23	Orleans	IA	43.4	-95.1	12	
5573	09/01/23	Sterling Heights	MI	42.6	-83.1	1	
5574	09/01/23	Trent Hills	ON	44.3	-78	1	
5575	09/01/23	Minneapolis	MN	45	-93.2	6	
5576	09/01/23	San Antonio	TX	29.7	-98.5	2	
5577	09/01/23	Appleton	WI	44.3	-88.4	1	
5578	09/01/23	Tulsa	OK	36.1	-95.9	1	
5579	09/01/23	Ivesdale	IL	39.9	-88.5	6	
5580	09/01/23	Worthington	MN	43.6	-95.6	4	
5581	09/01/23	Kawartha Lakes	ON	44.4	-78.7	1	
5582	09/01/23	Muskogee	OK	35.7	-95.4	1	
5583	09/01/23	Deer Isle	ME	44.2	-68.6	2	
5584	09/01/23	Edmond	OK	35.6	-97.6	2	
5585	09/01/23	Waterville	ME	44.6	-69.7	1	
5586	09/01/23	Akron	OH	41.1	-81.5	2	
5587	09/01/23	Brunswick	ME	43.9	-69.9	2	
5588	09/01/23	Farmington	MO	37.7	-90.4	1	
5589	09/01/23	Louisville	KY	38.2	-85.8	1	
5590	09/01/23	Edmond	OK	35.7	-97.5	1	
5591	09/01/23	Grand Rapids	MI	43	-85.7	3	
5592	09/01/23	Prince Edward	ON	44	-77.5	3	
5593	09/01/23	Murrells Inlet	SC	33.6	-79.1	3	
