Date,Town,State/Province,Latitude,Longitude,Number,Image
1843,10/04/14,minnetrista,MN,44.9,-93.7,1
1844,10/04/14,Abilene,TX,32.5,-99.7,5
1845,10/04/14,Graham,TX,33.1,-98.6,6
1846,10/04/14,Justin,TX,33.1,-97.3,10
1847,10/04/14,king george,VA,38.3,-77.1,1
1848,10/04/14,Egg Harbor City,NJ,39.5,-74.6,1
1849,10/04/14,Saginaw,TX,32.9,-97.4,10
1850,10/04/14,Monett,MO,36.9,-93.9,9
1851,10/04/14,Newburgh,IN,38,-87.4,1
1852,10/04/14,CEDAR HILL,TX,32.6,-97,8
1853,10/04/14,Lancaster,PA,40.1,-76.3,1
1854,10/04/14,Wynnewood,PA,40,-75.3,2
1855,10/04/14,Glenwood,IA,41,-95.7,1
1856,10/04/14,Fort Worth,TX,32.8,-97.3,9
1857,10/04/14,Concord,CA,38,-122,1
1858,10/04/14,Garland,TX,32.9,-96.6,8
1859,10/04/14,Tajo Viejo,DUR,25.7,-103.4,18
1860,10/04/14,Cedar Hill,TX,32.6,-97,7
1861,10/04/14,Helotes,TX,29.6,-98.7,1
1862,10/04/14,Charlotte,NC,35.2,-80.8,2
1863,10/04/14,Denison,TX,33.7,-96.5,7
1864,10/04/14,Forsyth,MO,36.7,-93.1,9
1865,10/04/14,Flower Mound,TX,33,-97.1,22
1866,10/04/14,Rosetta McClain Gardens Scarborough,ON,43.7,-79.3,19
1867,10/04/14,purcellville,VA,39.2,-77.7,1
1868,10/04/14,Owings Mills,MD,39.4,-76.8,1
1869,10/04/14,Port Stanley,ON,42.7,-81.2,6
1870,10/04/14,Madison,VA,38.4,-78.3,2
1871,10/04/14,dallas,TX,32.8,-96.8,2
1872,10/04/14,Waynesville,NC,35.6,-83.1,5
1873,10/04/14,McKinney,TX,33.2,-96.6,3
1874,10/04/14,Chincoteague NWR,VA,38,-75.3,1
1875,10/04/14,Lithonia,GA,33.7,-84.1,8
1876,10/04/14,Collinsville,OK,36.4,-95.9,30
1877,10/04/14,Austin,TX,30.2,-97.7,3
1878,10/04/14,Fort Worth,TX,32.8,-97.3,5
1879,10/04/14,Fort Worth,TX,32.8,-97.3,3
1880,10/04/14,De Queen,AR,34.1,-94.3,8
1881,10/04/14,Hyattsville,MD,38.8,-76.8,1
1882,10/04/14,Roanoke,TX,33,-97.2,1
1883,10/04/14,Roanoke,TX,33,-97.2,1
1884,10/04/14,Roanoke,TX,33,-97.2,1
1885,10/04/14,Rogers,AR,36.4,-94,7
1886,10/04/14,Rogers,AR,36.4,-94,2
1887,10/04/14,Rogers,AR,36.4,-94,4
1888,10/04/14,Bentonville,AR,36.3,-94.3,3
1889,10/04/14,McKinney,TX,33.2,-96.6,3
1890,10/04/14,Battle Lake,MN,46.3,-95.7,1
1891,10/04/14,Winder,GA,34,-83.7,1
1892,10/04/14,Aztec,NM,36.9,-108,1
1893,10/03/14,Macomb,MI,42.6,-82.9,2
1894,10/03/14,El Paso,TX,31.8,-106.5,1
1895,10/03/14,Cadiz,KY,36.8,-87.9,1
1896,10/03/14,Lewisville,TX,33,-97.1,7
1897,10/03/14,Ada,OK,34.8,-96.8,15
1898,10/03/14,Keysville,VA,37,-78.5,2
1899,10/03/14,Surry,VA,37.1,-76.8,3
1900,10/03/14,Nescopeck,PA,41,-76.2,2
1901,10/03/14,Franklin,NC,35.2,-83.4,5
1902,10/03/14,mequon,WI,43.2,-88,1
1903,10/03/14,Newmarket,ON,44.1,-79.5,1
1904,10/03/14,Plainview,TX,34.4,-101.7,2
1905,10/03/14,marilla,NY,42.8,-78.6,2
1906,10/03/14,Lexington,KY,38,-84.5,1
1907,10/03/14,Wappingers Falls,NY,41.6,-73.9,1
1908,10/03/14,Ardmore,OK,34.2,-97.2,20
1909,10/03/14,Yonkers,NY,40.9,-73.9,1
1910,10/03/14,Decatur,GA,33.8,-84.3,4
1911,10/03/14,DeLancey,NY,42.2,-75,2
1912,10/03/14,Weston,MA,42.4,-71.3,1
1913,10/03/14,Southlake,TX,32.9,-97.1,1
1914,10/03/14,Plano,TX,33.1,-96.7,10
1915,10/03/14,king george,VA,38.3,-77.1,2
1916,10/03/14,Newburgh,IN,38,-87.4,4
1917,10/03/14,NYC,NY,40.8,-74,2
1918,10/03/14,Fort Worth,TX,32.7,-97.3,24
1919,10/03/14,Ocean grove,NJ,40.2,-74,2
1920,10/03/14,Lexington,VA,37.8,-79.5,10
1921,10/03/14,Bloomfield,NJ,40.8,-74.2,1
1922,10/03/14,Hendersonville,NC,35.3,-82.5,3
1923,10/03/14,Livingston Manor + Liberty,NY,41.9,-74.8,2
1924,10/03/14,madison,CT,41.3,-72.6,1
1925,10/03/14,Southern Shores,NC,36.1,-75.7,2
1926,10/03/14,North Port,FL,27.1,-82.2,4
1927,10/03/14,Woodstock,GA,34.1,-84.5,1
1928,10/03/14,Lewisville,TX,33,-97.1,45
1929,10/03/14,Hackensack,NJ,40.9,-74,1
1930,10/03/14,Saginaw,TX,32.9,-97.4,3
1931,10/03/14,Allen,TX,33.1,-96.6,7
1932,10/03/14,Burnet,TX,30.8,-98.3,20
1933,10/03/14,Harrisville,MI,44.6,-83.4,17
1934,10/03/14,Highland,MD,39.2,-77,1
1935,10/03/14,Raleigh,NC,35.8,-78.6,1
1936,10/03/14,Allen,TX,33.1,-96.6,1
1937,10/03/14,Garland,TX,32.9,-96.6,1
1938,10/03/14,Helotes,TX,29.6,-98.7,1
1939,10/03/14,Briarcliffe Acres,SC,33.8,-78.8,2
1940,10/03/14,Briarcliffe Acres,SC,33.8,-78.8,2
1941,10/03/14,Bellefontaine,OH,40.4,-83.8,1
1942,10/03/14,Chalk Mountain,TX,32.1,-97.9,11
1943,10/03/14,Rice,VA,37.3,-78.3,1
1944,10/03/14,Winder,GA,34,-83.7,1
1945,10/03/14,Beltsville,MD,39,-76.9,7
1946,10/03/14,Marble Falls,TX,30.6,-98.2,6
1947,10/03/14,Vienna,VA,38.9,-77.3,1
1948,10/03/14,Kitchener,ON,43.5,-80.5,1
1949,10/03/14,Deep Gap,NC,36.2,-81.5,3
1950,10/03/14,Danville,VA,36.6,-79.4,6
1951,10/03/14,Eureka Springs,AR,36.4,-93.7,3
1952,10/03/14,Bay Village,OH,41.5,-81.9,1
1953,10/03/14,Goddard,KS,37.6,-97.5,1
1954,10/03/14,Carbondale,IL,37.7,-89.2,1
1955,10/03/14,Vienna,VA,38.9,-77.3,1
1956,10/03/14,Rock Falls,IL,41.7,-89.7,8
1957,10/03/14,Asheville,NC,35.6,-82.6,4
1958,10/03/14,JuÃ¡rez,COA,24.9,-99.6,14
1959,10/03/14,Roanoke,VA,37.3,-79.9,3
1960,10/03/14,Stratford,CT,41.2,-73.1,2
1961,10/03/14,Stratford,CT,41.2,-73.1,2
1962,10/03/14,Los Alamos,NM,35.9,-106.3,1
1963,10/03/14,San NicolÃ¡s de los Garza,NL,25.8,-100.3,1
1964,10/03/14,Brookshire,TX,29.8,-96,1
1965,10/03/14,Sewickley,PA,40.6,-80.1,3
1966,10/03/14,Rogers,AR,36.4,-94,8
1967,10/03/14,Sea Ranch,CA,38.7,-123.5,1
1968,10/03/14,Sea Ranch,CA,38.7,-123.5,4
1969,10/03/14,Lindale,TX,32.5,-95.4,1
1970,10/02/14,Decatur,GA,33.8,-84.3,2
1971,10/02/14,Sierra Madre,CA,34.2,-118.1,1
1972,10/02/14,Newburgh,IN,38,-87.4,4
1973,10/02/14,Sylva,NC,35.4,-83.2,3
1974,10/02/14,Kingfisher,OK,35.9,-98,25
1975,10/02/14,Decatur,GA,33.8,-84.3,2
1976,10/02/14,Woodstock,VA,38.9,-78.5,1
1977,10/02/14,Arlington,VA,38.9,-77.1,3
1978,10/02/14,Verdun,QC,45.5,-73.6,1
1979,10/02/14,Marietta,OK,34,-97.1,4
1980,10/02/14,Charlottesville,VA,38,-78.5,11
1981,10/02/14,Oak hill,VA,38.9,-77.4,3
1982,10/02/14,Canaan,NH,43.7,-72,1
1983,10/02/14,Mount Dora,FL,28.8,-81.6,1
1984,10/02/14,Indian Trail,NC,35.1,-80.7,2
1985,10/02/14,Dillon Beach,CA,38.3,-123,10
1986,10/02/14,New Bern,NC,35.1,-77,1
1987,10/02/14,cambridge,ON,43.4,-80.3,1
1988,10/02/14,Akron,OH,41,-81.5,5
1989,10/02/14,Newark,CA,37.5,-122,1
1990,10/02/14,Viking,MN,48.2,-96.5,6
1991,10/02/14,New Brunswick,NJ,40.5,-74.4,1
1992,10/02/14,Cambridge,ON,43.4,-80.3,1
1993,10/02/14,Monaca,PA,40.7,-80.3,1
1994,10/02/14,Pittsburgh,PA,40.5,-80,2
1995,10/02/14,kennesaw,GA,34,-84.6,1
1996,10/02/14,BRADY,TX,31.1,-99.3,2
1997,10/02/14,Springfield,MO,37.2,-93.3,3
1998,10/02/14,Sibley,IA,43.4,-95.7,2
1999,10/02/14,Stittsville,ON,45.3,-75.9,1
2000,10/02/14,Southern Shores,NC,36.1,-75.7,2
2001,10/02/14,Chatham,ON,42.4,-82.2,1
2002,10/02/14,Cameron,TX,30.8,-97,1
2003,10/02/14,Pittsburgh,PA,40.5,-80,1
2004,10/02/14,Memphis,TN,35,-89.9,2
2005,10/02/14,Belleview,FL,29,-82,1
2006,10/02/14,Scottsville,KY,36.8,-86.2,12
2007,10/02/14,State College,PA,40.8,-77.8,2
2008,10/02/14,Byron,MN,44,-92.6,3
2009,10/02/14,Graham,NC,36,-79.3,1
2010,10/02/14,Lenoir,NC,36,-81.5,4
2011,10/02/14,New York,NY,40.8,-73.8,4
2012,10/02/14,Charlotte,NC,35.2,-80.8,1
2013,10/02/14,Austin,TX,30.2,-97.7,2
2014,10/02/14,Fairlawn,VA,37.2,-80.6,6
2015,10/02/14,West Fairlee,VT,43.9,-72.2,1
2016,10/02/14,Walton,NY,42.2,-75.2,7
2017,10/02/14,Floral Park,NY,40.7,-73.7,1
2018,10/02/14,Southlake,TX,32.9,-97.1,1
2019,10/02/14,Joplin,MO,37.1,-94.5,6
2020,10/02/14,Raleigh,NC,35.8,-78.6,1
2021,10/02/14,McDowell Nature Preserve,NC,35.1,-81,6
2022,10/02/14,Hillsboro,MO,38.2,-90.6,1
2023,10/02/14,Fayetteville,GA,33.4,-84.5,2
2024,10/02/14,Hendersonville,NC,35.3,-82.5,5
2025,10/02/14,Ardmore,PA,40,-75.3,3
2026,10/02/14,Woodstock,GA,34.1,-84.5,1
2027,10/02/14,westminster,VT,43.1,-72.5,1
2028,10/02/14,Morgantown,WV,39.6,-80,2
2029,10/02/14,University City,MO,38.7,-90.3,1
2030,10/02/14,Flowery Branch,GA,34.2,-83.9,1
2031,10/02/14,McKinney,TX,33.2,-96.6,2
2032,10/02/14,Bakersfield,CA,35.4,-119,1
2033,10/02/14,Kerrville,TX,30,-99.1,1
2034,10/02/14,Connellsville,PA,40,-79.6,1
2035,10/02/14,Rockwall,TX,32.9,-96.4,6
2036,10/02/14,Decatur,GA,33.8,-84.3,9
2037,10/02/14,Hastings-on-Hudson,NY,41,-73.9,1
2038,10/02/14,Clearville Park,ON,42.5,-81.7,10
2039,10/02/14,Highgate,ON,42.5,-81.8,2
2040,10/02/14,Hendersonville,NC,35.3,-82.5,5
2041,10/02/14,Brookshire,TX,29.8,-96,1
2042,10/02/14,Pismo Beach,CA,35.2,-120.7,4
2043,10/02/14,Rogers,AR,36.4,-94,2
2044,10/02/14,Rogers,AR,36.4,-94,5
2045,10/02/14,Ejido Avila y Urbina de Jaumave Tam,TAM,23.7,-99.1,1
2046,10/02/14,CD. VICTORIA,TAM,23.7,-99.1,1
2047,10/02/14,Gualala,CA,38.8,-123.4,2
2048,10/02/14,Sea Ranch,CA,38.7,-123.5,1
2049,10/02/14,Linares,NL,24.9,-99.6,1
2050,10/01/14,Mer Rouge,LA,32.8,-91.7,2
2051,10/01/14,Jeffersonville,IN,38.3,-85.7,1
2052,10/01/14,king george,VA,38.3,-77.1,1
2053,10/01/14,Crofton,NE,42.7,-97.6,1
2054,10/01/14,Poquoson,VA,37.1,-76.4,1
2055,10/01/14,Georgetown,OH,38.9,-83.9,1
2056,10/01/14,State College,PA,40.8,-77.9,1
2057,10/01/14,Lexington,VA,37.8,-79.5,4
2058,10/01/14,Fletcher,NC,35.5,-82.5,1
2059,10/01/14,Keysville,VA,37,-78.5,1
2060,10/01/14,Bushnell,SD,44.3,-96.6,25
2061,10/01/14,Decatur,GA,33.8,-84.3,1
2062,10/01/14,Georgetown,OH,38.9,-83.9,1
2063,10/01/14,Louisville,KY,38.3,-85.8,2
2064,10/01/14,Georgetown,OH,38.9,-83.9,2
2065,10/01/14,Wildwood,GA,35,-85.4,15
2066,10/01/14,Newburgh,IN,38,-87.4,5
2067,10/01/14,Lemay,MO,38.5,-90.3,1
2068,10/01/14,king george,VA,38.3,-77.1,1
2069,10/01/14,Olean,NY,42.1,-78.4,1
2070,10/01/14,Lawrenceville,GA,34,-84,1
2071,10/01/14,Smithfield,KY,38.4,-85.3,8
2072,10/01/14,Herndon,VA,39,-77.4,1
2073,10/01/14,Raleigh,NC,35.8,-78.6,1
2074,10/01/14,Rosetta McClain Gardens Scarborough,ON,43.7,-79.3,21
2075,10/01/14,Fort Wayne,IN,41.1,-85.2,1
2076,10/01/14,Connellsville,PA,40,-79.6,10
2077,10/01/14,Fort Pierre,SD,44.3,-100.6,20
2078,10/01/14,Sierra Madre,CA,34.2,-118.1,1
2079,10/01/14,Albuquerque,NM,35.1,-106.6,1
2080,10/01/14,Buchanan,MI,41.8,-86.4,15
2081,10/01/14,Hartley,IA,43.2,-95.5,8
2082,10/01/14,Wooster,OH,40.8,-82,1
2083,10/01/14,Mitchell,IN,38.7,-86.5,2
2084,10/01/14,Lookout Mountain,GA,34.9,-85.4,6
2085,10/01/14,Fergus Falls,MN,46.3,-96.1,4
2086,10/01/14,Arlington,TX,32.6,-97.2,1
2087,10/01/14,Grand Rapids,MI,43,-85.7,2
2088,10/01/14,Hollister,MO,36.6,-93.2,8
2089,10/01/14,Claremore,OK,36.3,-95.6,3
2090,10/01/14,Rockvale,TN,35.7,-86.5,1
2091,10/01/14,la crosse,WI,43.8,-91.2,1
2092,10/01/14,Winnipeg,MB,49.9,-97.1,1
2093,10/01/14,Hendersonville,NC,35.3,-82.5,6
2094,10/01/14,Wynnewood,PA,40,-75.3,2
2095,10/01/14,Benezett,PA,41.3,-78.4,2
2096,10/01/14,San Antonio,TX,29.5,-98.5,1
2097,10/01/14,Santa Catarina,NL,25.7,-100.5,1
2098,10/01/14,Chatham,ON,42.4,-82.2,6
2099,10/01/14,Corpus Christi,TX,27.8,-97.4,1
2100,10/01/14,Lake Lure,NC,35.5,-82.2,6
2101,10/01/14,Columbus,OH,40.1,-83,1
2102,10/01/14,Hardy,VA,37.2,-79.8,1
2103,10/01/14,Rogers,AR,36.4,-94,4
2104,10/01/14,Boerne,TX,29.8,-98.8,1
2105,10/01/14,EX-HACIENDA LA FLORIDA,TAM,23.7,-99.1,2
2106,10/01/14,Wilson,NC,35.7,-77.9,3
2107,10/01/14,Anchor Bay,CA,38.7,-123.5,5
2108,10/01/14,Anchor Bay,CA,38.7,-123.5,1
2109,10/01/14,Sea Ranch,CA,38.7,-123.5,1
2110,10/01/14,Point Reyes,CA,38.1,-122.8,2
2111,09/30/14,Kitty Hawk,NC,36.1,-75.7,1
2112,09/30/14,Bayville,NJ,39.9,-74.2,3
2113,09/30/14,Georgetown,OH,38.9,-83.9,1
2114,09/30/14,Fletcher,NC,35.5,-82.5,1
2115,09/30/14,Brenham,TX,30.2,-96.4,1
2116,09/30/14,Augusta,GA,33.5,-82,2
2117,09/30/14,Newburgh,IN,38,-87.4,2
2118,09/30/14,Delhi,NY,42.2,-75,2
2119,09/30/14,Hays,NC,36.4,-81.1,2
2120,09/30/14,Wilkesboro,NC,36.1,-81.1,1
2121,09/30/14,Carlisle,PA,40.2,-77.2,1
2122,09/30/14,Metairie,LA,30,-90.2,1
2123,09/30/14,Liberal,KS,37.1,-101,12
2124,09/30/14,Raleigh,NC,35.8,-78.6,1
2125,09/30/14,Atlanta,GA,33.8,-84.4,1
2126,09/30/14,stockbridge,VT,43.8,-72.8,1
2127,09/30/14,lake frederick/stephens city,VA,39.1,-78.2,1
2128,09/30/14,Thorndale,PA,40,-75.8,1
2129,09/30/14,Lancaster,PA,40.1,-76.3,4
2130,09/30/14,Bartlesville,OK,36.7,-96.1,1
2131,09/30/14,Holland,PA,40.2,-75,1
2132,09/30/14,Newburgh,IN,38,-87.4,3
2133,09/30/14,Hackensack,NJ,40.9,-74,2
2134,09/30/14,Theodore,AL,30.4,-88.1,8
2135,09/30/14,Cedar Rapids,IA,42,-91.7,5
2136,09/30/14,Union,WV,37.6,-80.5,6
2137,09/30/14,Mariposa,CA,37.5,-120,1
2138,09/30/14,Clifton,NJ,40.8,-74.2,1
2139,09/30/14,Potters Mills,PA,40.8,-77.6,1
2140,09/30/14,Beltsville,MD,39,-76.9,3
2141,09/30/14,Harrisville,MI,44.6,-83.4,3
2142,09/30/14,Binghamton,NY,42.2,-75.9,1
2143,09/30/14,Goderich,ON,43.8,-81.7,1
2144,09/30/14,Sparta,NJ,41,-74.6,1
2145,09/30/14,Arlington,VA,38.9,-77.1,1
2146,09/30/14,Chalk Mountain,TX,32.1,-97.9,3
2147,09/30/14,Memphis,TN,35.2,-90,7
2148,09/30/14,Hopewell Junction,NY,41.6,-73.8,1
2149,09/30/14,Joplin,MO,37.1,-94.5,3
2150,09/30/14,Centerville,GA,32.6,-83.7,1
2151,09/30/14,Prairie City,IA,41.6,-93.3,2
2152,09/30/14,Stafford,VA,38.5,-77.4,1
2153,09/30/14,Athens,GA,34,-83.6,5
2154,09/30/14,Tampa,FL,28.2,-82.7,2
2155,09/30/14,Lexington,VA,37.8,-79.5,3
2156,09/30/14,Altoona,PA,40.5,-78.4,2
2157,09/30/14,Oshawa,ON,43.9,-78.9,20
2158,09/30/14,Decatur,GA,33.8,-84.3,1
2159,09/30/14,Kerrville,TX,30,-99.1,1
2160,09/30/14,Stony Brook,NY,40.9,-73.1,4
2161,09/30/14,Stony Brook,NY,40.9,-73.1,4
2162,09/30/14,Connellsville,PA,40,-79.6,1
2163,09/30/14,Saint Catharines,ON,43.2,-79.2,11
2164,09/30/14,Albuquerque,NM,35.1,-106.6,1
2165,09/30/14,Decatur,GA,33.8,-84.3,1
2166,09/30/14,DeSoto,MO,38.2,-90.6,1
2167,09/30/14,Grand Rapids,MI,43,-85.7,1
2168,09/30/14,Selinsgrove,PA,40.8,-76.9,2
2169,09/30/14,Lookout Mountain,GA,34.9,-85.4,10
2170,09/30/14,mequon,WI,43.2,-88,1
2171,09/30/14,Winnipeg,MB,49.9,-97.1,1
2172,09/30/14,Hendersonville,NC,35.3,-82.5,10
2173,09/30/14,Wynnewood,PA,40,-75.3,1
2174,09/30/14,Cape Carteret,NC,34.7,-77.1,1
2175,09/30/14,Asheville,NC,35.6,-82.6,9
2176,09/30/14,San Antonio,TX,29.5,-98.5,1
2177,09/30/14,Albuquerque,NM,35.1,-106.6,1
2178,09/30/14,Rogers,AR,36.4,-94,4
2179,09/30/14,Tully,NY,42.8,-76.1,2
2180,09/30/14,Tully,NY,42.8,-76.1,1
2181,09/30/14,Anchor Bay,CA,38.7,-123.5,1
2182,09/30/14,Virginia Beach,VA,36.9,-76.1,1
2183,09/29/14,Evans,GA,33.6,-82.2,1
2184,09/29/14,Decatur,GA,33.8,-84.3,1
2185,09/29/14,RALEIGH,NC,35.8,-78.6,3
2186,09/29/14,Austin,TX,30.2,-97.7,1
2187,09/29/14,rocky point,NY,40.9,-72.9,2
2188,09/29/14,Newbury,MA,42.8,-70.8,4
2189,09/29/14,Knox,PA,41.2,-79.5,1
2190,09/29/14,Wilton,NY,43.2,-73.7,1
2191,09/29/14,NEWTON,NJ,41.1,-74.8,2
2192,09/29/14,Friendship,NY,42.2,-78.1,1
2193,09/29/14,Decatur,GA,33.8,-84.3,2
2194,09/29/14,Chattanooga,TN,35,-85.2,2
2195,09/29/14,Bloomfield,NJ,40.8,-74.2,1
2196,09/29/14,Newburgh,IN,38,-87.4,1
2197,09/29/14,Lexington,OK,35,-97.2,2
2198,09/29/14,Davidsonville,MD,39,-76.6,1
2199,09/29/14,Fort Worth,TX,32.7,-97.3,1
2200,09/29/14,Blairstown,NJ,41,-75,2
2201,09/29/14,DeKalb,IL,41.9,-88.8,1
2202,09/29/14,Leakey,TX,29.9,-99.8,3
2203,09/29/14,Cambridge,ON,43.4,-80.3,1
2204,09/29/14,New Canaan,CT,41.2,-73.5,3
2205,09/29/14,Dallas,TX,32.8,-96.8,3
2206,09/29/14,Fayetteville,AR,36,-94.1,1
2207,09/29/14,Whitinsville,MA,42.1,-71.7,1
2208,09/29/14,Minden,ON,44.9,-78.7,1
2209,09/29/14,Landisville,NJ,39.5,-74.9,2
2210,09/29/14,Newmarket,ON,44.1,-79.5,1
2211,09/29/14,Corinth,KY,38.5,-84.6,2
2212,09/29/14,Dublin,ON,48.9,-87.9,1
2213,09/29/14,Kirksville,MO,40.2,-92.6,10
2214,09/29/14,Bayville,NJ,39.9,-74.2,2
2215,09/29/14,Bayville,NJ,39.9,-74.2,3
2216,09/29/14,Mechanicsburg,PA,40.2,-77,1
2217,09/29/14,Quincy,MA,42.2,-71,1
2218,09/29/14,Roanoke,VA,37.3,-79.9,1
2219,09/29/14,Yorkville,OH,40.2,-80.7,4
2220,09/29/14,Madison,VA,38.4,-78.3,1
2221,09/29/14,New Windsor,NY,41.5,-74.1,1
2222,09/29/14,Dyersburg,TN,36.1,-89.4,1
2223,09/29/14,Hackensack,NJ,40.9,-74,2
2224,09/29/14,Austin,TX,30.2,-97.7,1
2225,09/29/14,Lancaster,PA,40.1,-76.3,2
2226,09/29/14,cold spring,NY,41.5,-73.9,1
2227,09/29/14,St Paul,MN,44.9,-93.1,1
2228,09/29/14,Grant,NE,40.8,-101.7,5
2229,09/29/14,Fishers,IN,40,-86,1
2230,09/29/14,Indianapolis,IN,39.8,-86.1,1
2231,09/29/14,Yorkshire,NY,42.5,-78.5,1
2232,09/29/14,Keene,NH,42.9,-72.3,1
2233,09/29/14,Chatham,ON,42.4,-82.2,2
2234,09/29/14,Fort Wayne,IN,41.1,-85.2,1
2235,09/29/14,Southold,NY,41.1,-72.4,4
2236,09/29/14,New York,NY,40.8,-74,4
2237,09/29/14,Hesston,KS,38.1,-97.5,8
2238,09/29/14,Clinton,CT,41.3,-72.5,2
2239,09/29/14,lindenhurst,NY,40.7,-73.4,1
2240,09/29/14,Stratford,CT,41.2,-73.1,2
2241,09/29/14,Memphis,TN,35,-89.9,1
2242,09/29/14,Chalk Mountain,TX,32.1,-97.9,1
2243,09/29/14,Washington,DC,38.9,-77,3
2244,09/29/14,Overland Park,KS,39,-94.6,18
2245,09/29/14,parry sound,ON,45.4,-80,1
2246,09/29/14,South Park,PA,40.3,-80,1
2247,09/29/14,Connellsville,PA,40,-79.6,1
2248,09/29/14,Springfield,NJ,40.7,-74.3,1
2249,09/29/14,Houston,TX,29.8,-95.4,3
2250,09/29/14,Grand Rapids,MI,43,-85.7,1
2251,09/29/14,Oxford,AL,33.6,-85.8,4
2252,09/29/14,powhatan,VA,37.5,-77.9,2
2253,09/29/14,Wynnewood,PA,40,-75.3,1
2254,09/29/14,Wisdom,KY,37,-85.7,12
2255,09/29/14,Robert Moses Beach Babylon,NY,40.6,-73.3,35
2256,09/29/14,Las Cruces,NM,32.3,-106.8,5
2257,09/29/14,Brookshire,TX,29.8,-96,2
2258,09/29/14,Magdalena,NM,34.1,-107.3,1
2259,09/29/14,Chesterfield Twp.,MI,42.7,-82.8,4
2260,09/29/14,Mraham,NC,42.7,-82.8,1
2261,09/29/14,Sea Ranch,CA,38.7,-123.5,4
2262,09/28/14,Hog Island,SC,33.8,-78.6,5
2263,09/28/14,Clare,MI,43.8,-84.7,1
2264,09/28/14,New Windsor,NY,41.5,-74.1,1
2265,09/28/14,Woodstock,NY,42.1,-74.1,1
2266,09/28/14,Provincetown,MA,42.1,-70.2,3
2267,09/28/14,Grant,MN,45.1,-92.9,1
2268,09/28/14,melrose,NY,42.9,-73.6,1
2269,09/28/14,Jaumave,TAM,23.4,-99.4,5
2270,09/28/14,Atlanta,MI,45,-84.1,1
2271,09/28/14,Clinton,CT,41.3,-72.5,2
2272,09/28/14,York,ME,43.2,-70.8,1
2273,09/28/14,Chalk Mountain,TX,32.1,-97.9,3
2274,09/28/14,Yonkers,NY,40.9,-73.9,1
2275,09/28/14,ClarkLake,MI,42.1,-84.4,1
2276,09/28/14,Ellsworth,IA,42.3,-93.5,6
2277,09/28/14,Oakland,MN,43.6,-93.1,3
2278,09/28/14,Franklin,WI,42.9,-88,1
2279,09/28/14,Wichita,KS,37.7,-97.3,8
2280,09/28/14,Troutville,VA,37.4,-79.9,4
2281,09/28/14,Belmont,MI,43.1,-85.6,1
2282,09/28/14,Derry,NH,42.9,-71.3,1
2283,09/28/14,Pike Road,AL,32.3,-86.1,1
2284,09/28/14,new franken,WI,44.6,-87.8,1
2285,09/28/14,Allenton,WI,43.5,-88.4,1
2286,09/28/14,Charlotte,NC,35.2,-80.8,1
2287,09/28/14,Mcgraw,NY,42.6,-76.1,1
2288,09/28/14,Ramos Arizpe,COA,25.6,-101,1
2289,09/28/14,Portsmouth,NH,43.1,-70.8,5
2290,09/28/14,Toronto,ON,43.7,-79.4,6
2291,09/28/14,St. Peter,MN,44.3,-94,3
2292,09/28/14,Sea Ranch,CA,38.7,-123.5,1
2293,09/28/14,Saint-Faustin-Lac-Carrï¿½,QC,46.1,-74.5,1
2294,09/28/14,BrÃ©beufï¿½,QC,46.1,-74.6,1
2295,09/28/14,San Antonito,NM,33.9,-106.9,1
2296,09/28/14,Knoxville,TN,35.9,-84,1
2297,09/28/14,Blairsville,GA,34.9,-84,4
2298,09/28/14,Wichita,KS,37.7,-97.3,1
2299,09/28/14,Shackleford Banks,NC,34.7,-76.6,8
2300,09/28/14,Newburgh,IN,38,-87.4,1
2301,09/28/14,Rockvale,TN,35.7,-86.5,1
2302,09/28/14,Landisville,NJ,39.5,-74.9,3
2303,09/28/14,Amherst,NH,42.9,-71.6,1
2304,09/28/14,San Antonio,TX,29.5,-98.5,1
2305,09/28/14,Lexington,SC,34,-81.3,1
2306,09/28/14,Midland Park,NJ,41,-74.1,1
2307,09/28/14,Providence,RI,41.8,-71.4,1
2308,09/28/14,Hackensack,NJ,40.9,-74,3
2309,09/28/14,Norwell,MA,42.2,-70.8,1
2310,09/28/14,Gainesville,GA,34.3,-83.8,3
2311,09/28/14,Bushnell,SD,44.3,-96.6,14
2312,09/28/14,"Overland Park, Kansas",KS,39,-94.6,13
2313,09/28/14,Keysville,VA,37,-78.5,2
2314,09/28/14,Norwich,VT,43.8,-72.3,2
2315,09/28/14,Newburgh,IN,38,-87.4,1
2316,09/28/14,Roseville,MN,45,-93.2,1
2317,09/28/14,Maplewood,MN,45,-93,1
2318,09/28/14,Arcade,NY,42.6,-78.4,1
2319,09/28/14,New Richmond,WI,45.2,-92.6,7
2320,09/28/14,Danville,IL,40.1,-87.6,2
2321,09/28/14,Harrisville,MI,44.6,-83.4,139
2322,09/28/14,Dallas,GA,33.9,-84.9,3
2323,09/28/14,Basehor,KS,39.1,-95,6
2324,09/28/14,barrington,NH,43.2,-71,5
2325,09/28/14,Appleton,WI,44.3,-88.4,2
2326,09/28/14,Portsmouth,NH,43.1,-70.8,6
2327,09/28/14,Lewistown,MO,40.1,-91.8,3
2328,09/28/14,Busch,AR,36.5,-93.8,6
2329,09/28/14,Jordan,MN,44.7,-93.6,4
2330,09/28/14,Rome,GA,34.3,-85.1,1
2331,09/28/14,Wichita Falls,KS,33.8,-98.6,2
