City,State/Province,County,Date,Latitude,Longitude,year,month,day,Count,season,AQI,Temp_Mean
Stearns,KY,mccreary,2021-10-07,36.8,-84.6,2021,10,7,2,Fall,,
Stafford,VA,stafford,2021-10-07,38.4,-77.4,2021,10,7,1,Fall,29.0,
Fort Worth,TX,tarrant,2021-10-07,32.7,-97.5,2021,10,7,35,Fall,90.0,77.56250016666667
Annapolis,MD,annearundel,2021-10-07,38.9,-76.5,2021,10,7,10,Fall,24.0,68.1174245
Indianapolis,IN,marion,2021-10-07,39.7,-86.1,2021,10,7,52,Fall,35.0,67.5625
Perth Amboy,NJ,middlesex,2021-10-07,40.5,-74.3,2021,10,7,8,Fall,48.0,
Saint Paul,MN,washington,2021-10-07,45.1,-93.0,2021,10,7,22,Fall,22.0,
Evanston,IL,cook,2021-10-07,42.1,-87.7,2021,10,7,6,Fall,55.0,66.875
Itasca,IL,dupage,2021-10-07,42.0,-88.0,2021,10,7,1,Fall,51.0,
Sand Springs,OK,tulsa,2021-10-07,36.1,-96.1,2021,10,7,15,Fall,77.0,70.64880942857143
Indianapolis,IN,hamilton,2021-10-07,39.7,-86.1,2021,10,7,2,Fall,37.0,
Cincinnati,OH,hamilton,2021-10-07,39.3,-84.5,2021,10,7,111,Fall,41.0,70.63194466666667
Cincinnati,OH,hamilton,2021-10-07,39.1,-84.4,2021,10,7,111,Fall,41.0,70.63194466666667
Cincinnati,OH,hamilton,2021-10-07,39.1,-84.6,2021,10,7,777,Fall,41.0,70.63194466666667
Wooster,OH,wayne,2021-10-07,40.8,-82.0,2021,10,7,3,Fall,,
Fredericksburg,VA,stafford,2021-10-07,38.3,-77.5,2021,10,7,10,Fall,29.0,
Chesterfield,VA,chesterfield,2021-10-07,37.3,-77.6,2021,10,7,15,Fall,27.0,
New Ringgold,PA,schuylkill,2021-10-07,40.6,-76.0,2021,10,7,20,Fall,,
Parthenon,AR,newton,2021-10-07,35.9,-93.3,2021,10,7,30,Fall,48.0,
Cincinnati,OH,clermont,2021-10-07,39.3,-84.5,2021,10,7,3,Fall,26.0,
Cincinnati,OH,clermont,2021-10-07,39.1,-84.4,2021,10,7,3,Fall,26.0,
Cincinnati,OH,clermont,2021-10-07,39.1,-84.6,2021,10,7,21,Fall,26.0,
Fredericksburg,VA,spotsylvania,2021-10-07,38.3,-77.5,2021,10,7,8,Fall,,
Mystic,CT,newlondon,2021-10-07,41.4,-72.0,2021,10,7,12,Fall,26.0,62.208333
Little Rock,AR,pulaski,2021-10-07,34.8,-92.4,2021,10,7,10,Fall,61.0,73.541667
Pittsburgh,PA,allegheny,2021-10-07,40.6,-80.0,2021,10,7,85,Fall,36.0,70.07864574999999
Mount Vernon,MO,lawrence,2021-10-07,37.1,-93.9,2021,10,7,2,Fall,,
Mount Vernon,MO,lawrence,2021-10-07,37.1,-93.7,2021,10,7,4,Fall,,
Fredericksburg,VA,fredericksburgcity,2021-10-07,38.3,-77.5,2021,10,7,4,Fall,,
Murphy,NC,cherokee,2021-10-07,35.1,-84.1,2021,10,7,3,Fall,,
Cedar Rapids,IA,linn,2021-10-07,42.0,-91.7,2021,10,7,8,Fall,62.0,66.0
Madison,CT,newhaven,2021-10-07,41.3,-72.6,2021,10,7,47,Fall,39.0,62.06340566666666
Clifford,ND,traill,2021-10-07,47.3,-97.4,2021,10,7,2,Fall,,
Spring Hill,TN,maury,2021-10-07,35.7,-86.9,2021,10,7,1,Fall,21.0,
Seymour,TN,sevier,2021-10-07,35.9,-83.7,2021,10,7,1,Fall,31.0,57.625
Paducah,KY,mccracken,2021-10-07,37.1,-88.7,2021,10,7,12,Fall,44.0,
Houston,MO,texas,2021-10-07,37.3,-92.0,2021,10,7,52,Fall,,
Leesburg,VA,loudoun,2021-10-07,39.1,-77.6,2021,10,7,3,Fall,31.0,
Pekin,IL,tazewell,2021-10-07,40.6,-89.6,2021,10,7,10,Fall,,
Chattanooga,TN,hamilton,2021-10-07,35.1,-85.3,2021,10,7,175,Fall,33.0,
Chelsea,OK,rogers,2021-10-07,36.5,-95.4,2021,10,7,6,Fall,,
Lenexa,KS,johnson,2021-10-07,39.0,-94.7,2021,10,7,18,Fall,35.0,67.0
Collierville,TN,shelby,2021-10-07,35.0,-89.7,2021,10,7,5,Fall,55.0,70.816667
Springfield,MO,greene,2021-10-07,37.2,-93.3,2021,10,7,24,Fall,29.0,63.708333
Burleson,TX,johnson,2021-10-07,32.6,-97.3,2021,10,7,30,Fall,80.0,73.72916649999999
Fort Lee,NJ,bergen,2021-10-07,40.8,-74.0,2021,10,7,3,Fall,43.0,
Morongo Valley,CA,sanbernardino,2021-10-07,34.0,-116.6,2021,10,7,2,Fall,65.0,63.88005957142857
Cherokee,TX,sansaba,2021-10-07,31.0,-98.7,2021,10,7,4,Fall,,
New York,NY,newyork,2021-10-07,40.7,-74.0,2021,10,7,62,Fall,44.0,
Plano,TX,collin,2021-10-07,33.1,-96.7,2021,10,7,108,Fall,119.0,77.52083350000001
Plano,TX,collin,2021-10-07,33.0,-96.7,2021,10,7,33,Fall,119.0,77.52083350000001
Wylie,TX,collin,2021-10-07,33.0,-96.5,2021,10,7,6,Fall,119.0,77.52083350000001
Freedom,PA,beaver,2021-10-07,40.7,-80.3,2021,10,7,8,Fall,39.0,
Morro Bay,CA,sanluisobispo,2021-10-07,35.4,-120.9,2021,10,7,8,Fall,41.0,57.817361166666664
Cody,WY,park,2021-10-07,44.5,-109.1,2021,10,7,1,Fall,29.0,
Plano,TX,collin,2021-10-07,33.1,-96.8,2021,10,7,36,Fall,119.0,77.52083350000001
Dallas,TX,dallas,2021-10-07,32.9,-96.7,2021,10,7,23,Fall,97.0,78.0500002
Northfield,OH,summit,2021-10-07,41.3,-81.6,2021,10,7,18,Fall,31.0,
Meredith,NH,belknap,2021-10-07,43.7,-71.5,2021,10,7,1,Fall,13.0,61.083333
Jonesborough,TN,washington,2021-10-07,36.3,-82.5,2021,10,7,2,Fall,,
Jonesboro,AR,craighead,2021-10-07,35.8,-90.7,2021,10,7,2,Fall,,
Saint Paul,MN,dakota,2021-10-07,45.1,-93.0,2021,10,7,22,Fall,35.0,
Kokomo,IN,howard,2021-10-07,40.5,-86.2,2021,10,7,1,Fall,38.0,
Laona,WI,forest,2021-10-07,45.6,-88.7,2021,10,7,2,Fall,29.0,56.75
Marshall,IL,clark,2021-10-07,39.4,-87.7,2021,10,7,10,Fall,23.0,67.166667
Edinburg,TX,hidalgo,2021-10-07,26.3,-98.2,2021,10,7,6,Fall,71.0,78.27083350000001
Minneapolis,MN,anoka,2021-10-07,44.9,-93.3,2021,10,7,24,Fall,28.0,
Minneapolis,MN,anoka,2021-10-07,45.1,-93.3,2021,10,7,24,Fall,28.0,
Johnson City,TX,blanco,2021-10-07,30.3,-98.4,2021,10,7,2,Fall,,
East Marion,NY,suffolk,2021-10-07,41.1,-72.3,2021,10,7,2,Fall,52.0,
Johnson City,NY,broome,2021-10-07,42.1,-75.9,2021,10,7,3,Fall,,63.388889
Rockwall,TX,rockwall,2021-10-07,32.9,-96.5,2021,10,7,20,Fall,64.0,76.166667
Athens,GA,clarke,2021-10-07,34.0,-83.4,2021,10,7,18,Fall,19.0,70.6104165
Georgetown,TX,williamson,2021-10-07,30.6,-97.7,2021,10,7,8,Fall,,
Bloomington,IL,mclean,2021-10-07,40.5,-89.0,2021,10,7,32,Fall,35.0,
Tulsa,OK,tulsa,2021-10-07,36.1,-95.9,2021,10,7,8,Fall,77.0,70.64880942857143
Asheville,NC,buncombe,2021-10-07,35.6,-82.6,2021,10,7,9,Fall,22.0,
North Haven,CT,newhaven,2021-10-07,41.4,-72.9,2021,10,7,4,Fall,39.0,62.06340566666666
Texico,IL,jefferson,2021-10-07,38.4,-88.9,2021,10,7,8,Fall,,
Saint Paul,MN,hennepin,2021-10-07,45.1,-93.0,2021,10,7,6,Fall,24.0,
Bowie,MD,princegeorges,2021-10-07,39.0,-76.7,2021,10,7,5,Fall,,
Tamworth,NH,carroll,2021-10-07,43.9,-71.4,2021,10,7,1,Fall,,
Urbana,IL,champaign,2021-10-07,40.1,-88.2,2021,10,7,1,Fall,29.0,64.791667
Brick,NJ,ocean,2021-10-07,40.1,-74.2,2021,10,7,12,Fall,37.0,
Ballwin,MO,saintlouis,2021-10-07,38.6,-90.5,2021,10,7,14,Fall,34.0,68.59722233333333
Dallas,TX,collin,2021-10-07,32.8,-96.7,2021,10,7,10,Fall,119.0,77.52083350000001
Dallas,TX,dallas,2021-10-07,32.9,-96.8,2021,10,7,437,Fall,97.0,78.0500002
Dallas,TX,dallas,2021-10-07,32.8,-96.7,2021,10,7,115,Fall,97.0,78.0500002
Dallas,TX,dallas,2021-10-07,32.8,-96.8,2021,10,7,667,Fall,97.0,78.0500002
Okatie,SC,beaufort,2021-10-07,32.3,-80.9,2021,10,7,85,Fall,,
Midland,TX,midland,2021-10-07,32.0,-102.0,2021,10,7,1,Fall,,
Oilville,VA,goochland,2021-10-07,37.7,-77.8,2021,10,7,4,Fall,,
Hackensack,NJ,bergen,2021-10-07,40.9,-74.0,2021,10,7,2,Fall,43.0,
Tulsa,OK,creek,2021-10-07,36.1,-95.9,2021,10,7,1,Fall,71.0,70.416667
Belleville,NJ,essex,2021-10-07,40.8,-74.2,2021,10,7,1,Fall,44.0,66.541667
Waterbury Center,VT,washington,2021-10-07,44.4,-72.7,2021,10,7,2,Fall,,
Saint Louis,MO,saintlouis,2021-10-07,38.6,-90.2,2021,10,7,1140,Fall,34.0,68.59722233333333
Dallas,TX,collin,2021-10-07,32.8,-96.8,2021,10,7,58,Fall,119.0,77.52083350000001
Mill Valley,CA,marin,2021-10-07,37.9,-122.5,2021,10,7,4,Fall,52.0,
Hamden,CT,newhaven,2021-10-07,41.4,-72.9,2021,10,7,5,Fall,39.0,62.06340566666666
Waterville,ME,kennebec,2021-10-07,44.5,-69.6,2021,10,7,3,Fall,11.0,
Blanchard,OK,mcclain,2021-10-07,35.2,-97.7,2021,10,7,4,Fall,100.0,
Mason,TX,mason,2021-10-07,30.9,-99.4,2021,10,7,74,Fall,,
Saint Louis,MO,saintlouiscity,2021-10-07,38.6,-90.2,2021,10,7,195,Fall,,
Mason,TX,mason,2021-10-07,30.7,-99.1,2021,10,7,52,Fall,,
Dundee,NY,yates,2021-10-07,42.5,-77.0,2021,10,7,1,Fall,,
Keyport,NJ,monmouth,2021-10-07,40.4,-74.2,2021,10,7,12,Fall,39.0,
Newton,NH,rockingham,2021-10-07,42.9,-71.0,2021,10,7,3,Fall,41.0,61.604167
Dallas,TX,collin,2021-10-07,32.9,-96.7,2021,10,7,2,Fall,119.0,77.52083350000001
Dallas,TX,collin,2021-10-07,32.9,-96.8,2021,10,7,38,Fall,119.0,77.52083350000001
Ocean City,MD,worcester,2021-10-07,38.3,-75.1,2021,10,7,3,Fall,,
Syria,VA,madison,2021-10-07,38.5,-78.3,2021,10,7,4,Fall,33.0,57.041667
Rule,TX,haskell,2021-10-07,33.2,-99.9,2021,10,7,60,Fall,,
Stow,MA,middlesex,2021-10-07,42.4,-71.5,2021,10,7,1,Fall,31.0,
Arlington,TX,tarrant,2021-10-07,32.7,-97.2,2021,10,7,30,Fall,90.0,77.56250016666667
Wheelersburg,OH,scioto,2021-10-07,38.7,-82.9,2021,10,7,6,Fall,28.0,
Conway,SC,horry,2021-10-07,33.9,-79.0,2021,10,7,2,Fall,33.0,
Lawrence,KS,douglas,2021-10-07,38.9,-95.3,2021,10,7,4,Fall,,
Minneapolis,MN,hennepin,2021-10-07,44.9,-93.3,2021,10,7,62,Fall,24.0,
Conway,AR,faulkner,2021-10-07,35.1,-92.3,2021,10,7,12,Fall,,
Westpoint,IN,tippecanoe,2021-10-07,40.3,-87.0,2021,10,7,1,Fall,31.0,
Broomfield,CO,broomfield,2021-10-07,39.9,-105.1,2021,10,7,3,Fall,,
Edwardsville,IL,madison,2021-10-07,38.8,-90.0,2021,10,7,24,Fall,54.0,
Tuttle,OK,grady,2021-10-07,35.3,-97.8,2021,10,7,9,Fall,,
Saint Paul,MN,ramsey,2021-10-07,45.1,-93.0,2021,10,7,86,Fall,29.0,
Overland Park,KS,johnson,2021-10-07,38.8,-94.7,2021,10,7,12,Fall,35.0,67.0
Arden,NC,buncombe,2021-10-07,35.5,-82.5,2021,10,7,4,Fall,22.0,
Coventry,CT,tolland,2021-10-07,41.8,-72.3,2021,10,7,5,Fall,,59.875
Minneapolis,MN,hennepin,2021-10-07,45.1,-93.3,2021,10,7,62,Fall,24.0,
Broomfield,CO,jefferson,2021-10-07,39.9,-105.1,2021,10,7,2,Fall,49.0,61.11458325
Manheim,PA,lancaster,2021-10-07,40.2,-76.4,2021,10,7,8,Fall,67.0,67.666667
Moneta,VA,bedford,2021-10-07,37.2,-79.6,2021,10,7,8,Fall,,
Bartlesville,OK,washington,2021-10-08,36.7,-95.9,2021,10,8,8,Fall,71.0,76.441667
Saint Louis,MO,saintlouiscity,2021-10-08,38.6,-90.2,2021,10,8,91,Fall,,
Greenwood,IN,johnson,2021-10-08,39.6,-86.1,2021,10,8,27,Fall,,
Wheat Ridge,CO,jefferson,2021-10-08,39.8,-105.1,2021,10,8,2,Fall,39.0,59.98958325
Pittsburgh,PA,allegheny,2021-10-08,40.4,-79.9,2021,10,8,170,Fall,39.0,70.0671875
Lisbon,ME,androscoggin,2021-10-08,44.0,-70.1,2021,10,8,2,Fall,40.0,
Newport,TN,cocke,2021-10-08,35.9,-83.2,2021,10,8,2,Fall,,
Baraboo,WI,sauk,2021-10-08,43.5,-89.8,2021,10,8,2,Fall,31.0,63.208333
Medina,OH,medina,2021-10-08,41.2,-81.8,2021,10,8,2,Fall,28.0,
Fredericksburg,VA,spotsylvania,2021-10-08,38.3,-77.5,2021,10,8,24,Fall,,
Holland Patent,NY,oneida,2021-10-08,43.2,-75.3,2021,10,8,5,Fall,21.0,
Seneca Falls,NY,seneca,2021-10-08,43.0,-76.7,2021,10,8,6,Fall,,
Mooresville,NC,iredell,2021-10-08,35.6,-80.9,2021,10,8,4,Fall,,
Schellsburg,PA,bedford,2021-10-08,40.1,-78.7,2021,10,8,43,Fall,,
Union,KY,boone,2021-10-08,39.0,-84.7,2021,10,8,6,Fall,33.0,66.708333
Mason,OH,warren,2021-10-08,39.4,-84.3,2021,10,8,2,Fall,40.0,
Indianapolis,IN,marion,2021-10-08,39.7,-86.1,2021,10,8,52,Fall,59.0,67.72916649999999
Tulsa,OK,tulsa,2021-10-08,36.2,-96.0,2021,10,8,8,Fall,93.0,78.23154742857142
Fredericksburg,VA,stafford,2021-10-08,38.3,-77.5,2021,10,8,30,Fall,36.0,
Perkins,OK,payne,2021-10-08,36.0,-97.0,2021,10,8,1,Fall,,
Kansas City,MO,clay,2021-10-08,39.2,-94.6,2021,10,8,84,Fall,77.0,69.958333
Portland,CT,middlesex,2021-10-08,41.6,-72.6,2021,10,8,1,Fall,,61.333333
Dallas,TX,collin,2021-10-08,32.8,-96.8,2021,10,8,10,Fall,100.0,80.770833
Winston Salem,NC,forsyth,2021-10-08,36.1,-80.3,2021,10,8,44,Fall,40.0,66.658333
Dallas,TX,collin,2021-10-08,32.9,-96.7,2021,10,8,8,Fall,100.0,80.770833
Chelsea,OK,rogers,2021-10-08,36.5,-95.4,2021,10,8,3,Fall,,
Richardson,TX,dallas,2021-10-08,32.9,-96.7,2021,10,8,2,Fall,90.0,80.31666680000001
Mason,TX,mason,2021-10-08,30.7,-99.1,2021,10,8,64,Fall,,
Cincinnati,OH,clermont,2021-10-08,39.1,-84.3,2021,10,8,9,Fall,35.0,
Cincinnati,OH,clermont,2021-10-08,39.1,-84.6,2021,10,8,21,Fall,35.0,
Charleston,SC,berkeley,2021-10-08,32.7,-80.0,2021,10,8,20,Fall,15.0,
Tucker,GA,dekalb,2021-10-08,33.8,-84.2,2021,10,8,2,Fall,37.0,72.3083335
Portales,NM,roosevelt,2021-10-08,34.2,-103.3,2021,10,8,2,Fall,,
Sioux Falls,SD,lincoln,2021-10-08,43.5,-96.7,2021,10,8,1,Fall,,
Fort Atkinson,WI,jefferson,2021-10-08,42.9,-88.8,2021,10,8,1,Fall,32.0,
Dallas,TX,dallas,2021-10-08,32.9,-96.7,2021,10,8,92,Fall,90.0,80.31666680000001
Sioux Falls,SD,minnehaha,2021-10-08,43.5,-96.7,2021,10,8,8,Fall,61.0,73.625
Dallas,TX,dallas,2021-10-08,32.8,-96.7,2021,10,8,69,Fall,90.0,80.31666680000001
Dallas,TX,dallas,2021-10-08,32.8,-96.8,2021,10,8,115,Fall,90.0,80.31666680000001
Seneca,SC,oconee,2021-10-08,34.7,-83.0,2021,10,8,3,Fall,,
Slatersville,RI,providence,2021-10-08,42.0,-71.6,2021,10,8,2,Fall,45.0,63.9583335
Mystic,CT,newlondon,2021-10-08,41.3,-72.0,2021,10,8,8,Fall,41.0,63.083333
Piedmont,OK,canadian,2021-10-08,35.6,-97.8,2021,10,8,1,Fall,48.0,79.625
Oilville,VA,goochland,2021-10-08,37.7,-77.8,2021,10,8,7,Fall,,
Hackensack,NJ,bergen,2021-10-08,40.9,-74.0,2021,10,8,4,Fall,51.0,
Woodstock,GA,cherokee,2021-10-08,34.1,-84.4,2021,10,8,2,Fall,,
Odessa,TX,ector,2021-10-08,31.9,-102.3,2021,10,8,12,Fall,33.0,79.72916649999999
Brooklyn,NY,kings,2021-10-08,40.6,-74.0,2021,10,8,6,Fall,63.0,
Saint Louis,MO,saintlouis,2021-10-08,38.6,-90.2,2021,10,8,532,Fall,39.0,72.23611133333334
Tulsa,OK,creek,2021-10-08,36.1,-96.0,2021,10,8,10,Fall,77.0,78.083333
Trumbull,CT,fairfield,2021-10-08,41.3,-73.2,2021,10,8,4,Fall,49.0,65.2000002
Waterville,ME,kennebec,2021-10-08,44.5,-69.6,2021,10,8,3,Fall,,
Kansas City,MO,platte,2021-10-08,39.2,-94.6,2021,10,8,40,Fall,,
Little Rock,AR,pulaski,2021-10-08,34.8,-92.5,2021,10,8,5,Fall,78.0,77.208333
Carrollton,TX,dallas,2021-10-08,33.0,-96.9,2021,10,8,2,Fall,90.0,80.31666680000001
Republic,MO,greene,2021-10-08,37.1,-93.5,2021,10,8,1,Fall,54.0,70.875
Kansas City,MO,jackson,2021-10-08,39.2,-94.6,2021,10,8,52,Fall,58.0,74.59375
Arden,NC,buncombe,2021-10-08,35.5,-82.6,2021,10,8,4,Fall,21.0,
Tucson,AZ,pima,2021-10-08,32.2,-110.9,2021,10,8,19,Fall,39.0,75.7916666
Carrollton,TX,denton,2021-10-08,33.0,-96.9,2021,10,8,2,Fall,105.0,79.04166649999999
Cherokee,TX,sansaba,2021-10-08,31.0,-98.7,2021,10,8,4,Fall,,
Bentonville,AR,benton,2021-10-08,36.4,-94.2,2021,10,8,2,Fall,,
Benson,AZ,cochise,2021-10-08,31.8,-110.3,2021,10,8,4,Fall,31.0,67.583333
Tulsa,OK,creek,2021-10-08,36.2,-96.0,2021,10,8,1,Fall,77.0,78.083333
Fredericksburg,VA,fredericksburgcity,2021-10-08,38.3,-77.5,2021,10,8,12,Fall,,
Kalamazoo,MI,kalamazoo,2021-10-08,42.3,-85.6,2021,10,8,2,Fall,37.0,66.416667
Reston,VA,fairfax,2021-10-08,38.9,-77.3,2021,10,8,4,Fall,41.0,69.6375
Torrington,CT,litchfield,2021-10-08,41.8,-73.1,2021,10,8,3,Fall,33.0,60.708333
Schertz,TX,guadalupe,2021-10-08,29.6,-98.3,2021,10,8,3,Fall,,
Allen,TX,collin,2021-10-08,33.1,-96.7,2021,10,8,6,Fall,100.0,80.770833
Houston,TX,harris,2021-10-08,29.8,-95.6,2021,10,8,43,Fall,147.0,76.525463
Madison,CT,newhaven,2021-10-08,41.3,-72.6,2021,10,8,7,Fall,44.0,63.93055566666666
Mansfield,TX,tarrant,2021-10-08,32.6,-97.1,2021,10,8,40,Fall,67.0,79.95138883333333
Clinton,IN,vermillion,2021-10-08,39.7,-87.5,2021,10,8,45,Fall,,
Tupelo,MS,lee,2021-10-08,34.2,-88.7,2021,10,8,15,Fall,45.0,
Allison Park,PA,allegheny,2021-10-08,40.5,-79.9,2021,10,8,2,Fall,39.0,70.0671875
Fairfield,PA,adams,2021-10-08,39.7,-77.4,2021,10,8,4,Fall,40.0,
Plano,TX,collin,2021-10-08,33.1,-96.7,2021,10,8,15,Fall,100.0,80.770833
Plano,TX,collin,2021-10-08,33.0,-96.7,2021,10,8,18,Fall,100.0,80.770833
Bloomfield,NJ,essex,2021-10-08,40.8,-74.2,2021,10,8,8,Fall,57.0,67.333333
Hendersonville,NC,henderson,2021-10-08,35.3,-82.5,2021,10,8,3,Fall,,
Penn Yan,NY,yates,2021-10-08,42.7,-77.1,2021,10,8,1,Fall,,
Ozark,MO,christian,2021-10-08,37.1,-93.2,2021,10,8,2,Fall,,
Minneapolis,MN,anoka,2021-10-08,45.1,-93.3,2021,10,8,24,Fall,26.0,
Urbana,IL,champaign,2021-10-08,40.1,-88.2,2021,10,8,5,Fall,39.0,66.375
Rockford,IL,winnebago,2021-10-08,42.3,-89.0,2021,10,8,5,Fall,35.0,65.120833
Tolland,CT,tolland,2021-10-08,41.9,-72.4,2021,10,8,7,Fall,,59.916667
Tulsa,OK,tulsa,2021-10-08,36.1,-96.0,2021,10,8,80,Fall,93.0,78.23154742857142
Houston,TX,fortbend,2021-10-08,29.8,-95.6,2021,10,8,1,Fall,,
Salem,MO,dent,2021-10-08,37.6,-91.5,2021,10,8,56,Fall,,
Union City,CA,alameda,2021-10-08,37.6,-122.0,2021,10,8,1,Fall,32.0,
Norristown,PA,montgomery,2021-10-08,40.2,-75.4,2021,10,8,8,Fall,46.0,
Brackettville,TX,kinney,2021-10-08,29.3,-100.4,2021,10,8,100,Fall,,
Fort Worth,TX,tarrant,2021-10-08,32.7,-97.4,2021,10,8,35,Fall,67.0,79.95138883333333
Edmond,OK,oklahoma,2021-10-08,35.7,-97.5,2021,10,8,6,Fall,64.0,80.5150002
Morehead,KY,rowan,2021-10-08,38.2,-83.5,2021,10,8,4,Fall,,
Arlington,TX,tarrant,2021-10-08,32.7,-97.1,2021,10,8,6,Fall,67.0,79.95138883333333
Arlington,TX,tarrant,2021-10-08,32.6,-97.1,2021,10,8,12,Fall,67.0,79.95138883333333
Corpus Christi,TX,nueces,2021-10-08,27.8,-97.4,2021,10,8,5,Fall,58.0,77.32291649999999
Boston,MA,suffolk,2021-10-08,42.3,-71.1,2021,10,8,40,Fall,49.0,64.54166649999999
Lenexa,KS,johnson,2021-10-08,39.0,-94.7,2021,10,8,24,Fall,64.0,72.458333
Naugatuck,CT,newhaven,2021-10-08,41.5,-73.1,2021,10,8,2,Fall,44.0,63.93055566666666
Asheville,NC,buncombe,2021-10-08,35.6,-82.6,2021,10,8,18,Fall,21.0,
Crofton,MD,annearundel,2021-10-08,39.0,-76.7,2021,10,8,3,Fall,33.0,69.29166649999999
Lewisburg,WV,greenbrier,2021-10-08,37.8,-80.4,2021,10,8,1,Fall,,
Madison,WI,dane,2021-10-08,43.1,-89.3,2021,10,8,20,Fall,34.0,64.791667
Horsham,PA,montgomery,2021-10-08,40.2,-75.1,2021,10,8,3,Fall,46.0,
Athens,GA,clarke,2021-10-08,34.0,-83.4,2021,10,8,9,Fall,22.0,71.464583
Klamath Falls,OR,klamath,2021-10-08,42.2,-121.7,2021,10,8,5,Fall,35.0,43.375
Mounds,OK,creek,2021-10-08,35.9,-96.0,2021,10,8,1,Fall,77.0,78.083333
York,PA,york,2021-10-08,39.9,-76.7,2021,10,8,31,Fall,42.0,69.791667
Utica,IL,lasalle,2021-10-08,41.4,-89.0,2021,10,8,2,Fall,,
Springfield,MO,greene,2021-10-08,37.1,-93.3,2021,10,8,6,Fall,54.0,70.875
Freedom,PA,beaver,2021-10-08,40.7,-80.3,2021,10,8,4,Fall,46.0,
Jonesborough,TN,washington,2021-10-08,36.3,-82.6,2021,10,8,2,Fall,,
Topeka,KS,shawnee,2021-10-08,39.0,-95.7,2021,10,8,10,Fall,64.0,71.75
Minnetonka,MN,hennepin,2021-10-08,44.9,-93.5,2021,10,8,2,Fall,34.0,
Seymour,TN,sevier,2021-10-08,35.9,-83.7,2021,10,8,1,Fall,37.0,55.729166500000005
Charleston,SC,charleston,2021-10-08,32.7,-80.0,2021,10,8,55,Fall,51.0,73.4625
Memphis,TN,shelby,2021-10-08,35.0,-89.8,2021,10,8,21,Fall,74.0,74.395833
Memphis,TN,shelby,2021-10-08,35.1,-90.0,2021,10,8,21,Fall,74.0,74.395833
Cincinnati,OH,hamilton,2021-10-08,39.1,-84.3,2021,10,8,333,Fall,63.0,71.227778
Cincinnati,OH,hamilton,2021-10-08,39.1,-84.6,2021,10,8,777,Fall,63.0,71.227778
Edwardsville,IL,madison,2021-10-08,38.8,-90.0,2021,10,8,32,Fall,57.0,
Meredith,NH,belknap,2021-10-08,43.7,-71.5,2021,10,8,1,Fall,34.0,60.791667
Camdenton,MO,camden,2021-10-08,38.0,-92.7,2021,10,8,10,Fall,,
Groveland,MA,essex,2021-10-08,42.8,-71.0,2021,10,8,1,Fall,46.0,61.208333499999995
Dallas,TX,collin,2021-10-08,32.8,-96.7,2021,10,8,6,Fall,100.0,80.770833
Clifford,ND,traill,2021-10-08,47.3,-97.4,2021,10,8,1,Fall,,
Indianapolis,IN,hamilton,2021-10-08,39.7,-86.1,2021,10,8,2,Fall,34.0,
Minneapolis,MN,hennepin,2021-10-08,45.1,-93.3,2021,10,8,62,Fall,34.0,
Clemson,SC,pickens,2021-10-08,34.7,-82.8,2021,10,8,6,Fall,,
Georgetown,TX,williamson,2021-10-08,30.6,-97.7,2021,10,8,4,Fall,,
Spring Hill,TN,maury,2021-10-08,35.7,-86.9,2021,10,8,3,Fall,32.0,
Hebron,IN,porter,2021-10-08,41.2,-87.3,2021,10,8,1,Fall,27.0,65.0
Abilene,TX,taylor,2021-10-08,32.3,-99.7,2021,10,8,14,Fall,,
Hornbeak,TN,obion,2021-10-08,36.4,-89.4,2021,10,8,50,Fall,,
Tulsa,OK,tulsa,2021-10-09,36.2,-96.0,2021,10,9,96,Fall,67.0,80.54404757142856
Ballwin,MO,saintlouis,2021-10-09,38.6,-90.5,2021,10,9,14,Fall,52.0,77.20833366666666
Avila Beach,CA,sanluisobispo,2021-10-09,35.2,-120.7,2021,10,9,24,Fall,53.0,55.68958333333333
Tulsa,OK,creek,2021-10-09,36.1,-95.9,2021,10,9,2,Fall,61.0,79.083333
Austin,TX,williamson,2021-10-09,30.3,-97.7,2021,10,9,18,Fall,,
Seneca,SC,oconee,2021-10-09,34.7,-83.0,2021,10,9,12,Fall,,
Tulsa,OK,tulsa,2021-10-09,36.1,-95.9,2021,10,9,16,Fall,67.0,80.54404757142856
Austin,TX,hays,2021-10-09,30.3,-97.8,2021,10,9,5,Fall,,
Savage,MN,scott,2021-10-09,44.8,-93.4,2021,10,9,3,Fall,41.0,
Philadelphia,PA,delaware,2021-10-09,40.1,-75.0,2021,10,9,15,Fall,58.0,
Fort Worth,TX,tarrant,2021-10-09,32.7,-97.4,2021,10,9,175,Fall,61.0,79.3194445
Sawyer,MI,berrien,2021-10-09,41.9,-86.6,2021,10,9,6,Fall,36.0,66.708333
Austin,TX,travis,2021-10-09,30.3,-97.7,2021,10,9,258,Fall,50.0,75.34375
Austin,TX,hays,2021-10-09,30.3,-97.7,2021,10,9,6,Fall,,
Seymour,TN,sevier,2021-10-09,35.9,-83.7,2021,10,9,3,Fall,44.0,54.958333
Austin,TX,williamson,2021-10-09,30.3,-97.8,2021,10,9,15,Fall,,
Bay Village,OH,cuyahoga,2021-10-09,41.5,-81.9,2021,10,9,6,Fall,54.0,
Austin,TX,travis,2021-10-09,30.3,-97.8,2021,10,9,215,Fall,50.0,75.34375
